ope_id_00100200,school_alabama_agricultural_mechanical_university,state_al,zip_code_357621357,school_type_public,recipients_236,number_of_loans_originated_240,dollar_amount_of_loans_originated_843545,number_of_disbursements_529,dollar_amount_of_disbursements_970795,recipients_283,number_of_loans_originated_306,dollar_amount_of_loans_originated_966467,number_of_disbursements_671,dollar_amount_of_disbursements_1113771,recipients_55,number_of_loans_originated_56,dollar_amount_of_loans_originated_481420,number_of_disbursements_118,dollar_amount_of_disbursements_576247,recipients_172,number_of_loans_originated_178,dollar_amount_of_loans_originated_2122746,number_of_disbursements_375,dollar_amount_of_disbursements_2332380,recipients_42,number_of_loans_originated_43,dollar_amount_of_loans_originated_331579,number_of_disbursements_85,dollar_amount_of_disbursements_333079
3185300,PHAGANS' GRANTS PASS COLLEGE OF BEAUTY,OR,975267902,Proprietary,15,15,29640,76,44362,14,14,23085,66,42923,,,,,,1,1,5000,2,2500,,,,,
3191300,CUNY SCHOOL OF LAW,NY,111014356,Public,,,,,,,,,,,97,98,1034689,194,1026836,,,,,,16,19,128887,36,121093
3193300,MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,NY,112301617,Private-Nonprofit,11,11,37000,20,33416,8,8,31760,12,21880,,,,,,,,,,,,,,,
3194300,BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS,MA,024464602,Private-Nonprofit,,,,,,,,,,,,,,,,,,,,,0,0,0,1,7500
3203300,NEW YORK INSTITUTE OF MASSAGE,NY,142216021,Proprietary,13,13,35980,23,33550,12,12,49973,22,53482,,,,,,,,,,,,,,,
3206300,MESALANDS COMMUNITY COLLEGE,NM,884013352,Public,2,2,4500,4,4500,2,2,6000,4,6000,,,,,,,,,,,,,,,
3214300,VELVATEX COLLEGE OF BEAUTY CULTURE,AR,722025452,Proprietary,2,2,7000,6,10500,2,2,12000,6,16000,,,,,,,,,,,,,,,
3216300,HJ INTERNATIONAL GRADUATE SCHOOL FOR PEACE AND PUBLIC LEADERSHIP,NY,100367408,Private-Nonprofit,,,,,,,,,,,1,1,20500,2,20500,,,,,,,,,,
3218300,UNIVERSITY OF THE POTOMAC,DC,200059997,Proprietary,27,27,98316,46,84882,28,28,111392,50,107503,8,8,93136,22,111770,,,,,,1,1,36456,2,31942
3220300,"PROFESSIONAL HAIR DESIGN ACADEMY, THE",WI,547017633,Proprietary,11,11,38800,16,28650,9,9,42800,13,33400,,,,,,,,,,,,,,,
3224300,NEW PROFESSIONS TECHNICAL INSTITUTE,FL,331341640,Proprietary,79,79,223520,228,275742,74,74,294189,223,344323,,,,,,1,1,999,3,1333,,,,,
3225300,AMERICAN UNIVERSITY OF HEALTH SCIENCES,CA,907553612,Proprietary,95,95,418519,254,380955,100,100,492475,271,460484,50,50,907015,120,795096,9,10,173266,26,126984,10,10,299343,38,292078
3234300,CHARTER OAK STATE COLLEGE,CT,060512150,Public,132,148,269862,153,277021,182,191,497298,201,526891,8,9,49765,9,49765,1,1,17259,2,17259,1,1,8222,1,8222
3235300,MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,MA,018101094,Private-Nonprofit,,,,,,,,,,,0,0,0,1,10250,,,,,,,,,,
3238300,FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,FL,328095721,Proprietary,,,,,,,,,,,1,1,20500,1,10250,,,,,,2,2,22000,2,22000
3240300,COLLECTIV ACADEMY,MA,016052213,Proprietary,48,48,66084,85,83918,76,76,106208,122,131152,,,,,,4,4,32093,12,48101,,,,,
3242300,CAREER NETWORKS INSTITUTE,CA,927054931,Proprietary,313,315,1171638,703,1345854,336,339,1606658,770,1780962,4,4,21034,5,11479,23,23,682419,55,774585,,,,,
3250300,CBD COLLEGE,CA,900102777,Private-Nonprofit,442,446,1521840,1100,1360890,450,454,2138320,1124,1902439,10,10,204992,30,204990,13,13,165974,25,142995,6,6,88036,20,106483
3253300,PAUL MITCHELL THE SCHOOL MEMPHIS,TN,381114067,Proprietary,31,31,92859,69,108966,31,31,108617,69,128896,,,,,,1,1,8350,2,6925,,,,,
3255300,FLORIDA GULF COAST UNIVERSITY,FL,339656565,Public,74,74,196197,90,219231,76,77,259063,100,283098,144,146,1027875,159,1063445,37,38,286762,42,299713,70,70,709187,71,709187
3260300,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",CA,939558001,Public,127,129,355778,176,363278,91,94,256734,109,260584,95,101,409651,102,413901,5,5,27734,8,32740,37,38,340918,38,340918
3263300,TRAXLER'S SCHOOL OF HAIR,MS,392122529,Proprietary,16,16,51500,23,38250,16,16,70000,23,54250,,,,,,,,,,,,,,,
3264300,SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,FL,334425768,Private-Nonprofit,8,8,20172,42,47186,8,8,34447,40,81173,1,1,13596,13,87880,,,,,,1,1,25468,3,25468
3266300,BETHESDA UNIVERSITY,CA,928014132,Private-Nonprofit,5,5,10625,12,15375,2,2,4900,7,8850,1,1,10250,2,11280,,,,,,,,,,
3267300,CAPELLA UNIVERSITY,MN,554023389,Proprietary,2766,2823,8290262,11227,12847182,2614,2675,10671757,11420,16691121,3700,3717,29179636,21042,90385311,,,,,,345,349,2511861,2000,7731106
3273300,CANADIAN COLLEGE OF NATUROPATHIC MEDICINE,,M2K 1E2,Foreign-Private,,,,,,,,,,,6,6,123000,8,61504,,,,,,6,6,135721,10,68200
3276300,ACADEMY OF HAIR DESIGN,TX,759014900,Proprietary,10,10,30246,20,28996,10,10,51661,21,53321,,,,,,,,,,,,,,,
3280300,SEATTLE INSTITUTE OF EAST ASIAN MEDICINE,WA,981082407,Private-Nonprofit,,,,,,,,,,,1,1,6833,23,136318,,,,,,1,1,3500,26,453615
3287300,LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE),,L1 9HF,Foreign-Private,,,,,,,,,,,0,0,0,2,13668,,,,,,0,0,0,1,10061
3288300,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,CA,946122168,Private-Nonprofit,,,,,,,,,,,37,37,551925,37,242835,,,,,,31,31,793746,31,293728
3293300,STRAND COLLEGE OF HAIR DESIGN,SC,295724310,Proprietary,5,5,12848,12,17223,6,6,20667,10,18334,,,,,,,,,,,,,,,
3294300,BLUE CLIFF COLLEGE,LA,700023458,Proprietary,323,357,968891,737,904480,327,350,1391022,741,1297311,,,,,,4,4,19314,11,23284,,,,,
3296300,CORTIVA INSTITUTE,MD,210902261,Proprietary,73,73,192709,134,185036,75,75,297962,141,286052,,,,,,1,1,9518,2,8359,,,,,
3299300,PACIFIC COLLEGE,CA,926263402,Proprietary,49,62,190187,170,263458,48,48,260685,138,379907,3,3,50575,5,40325,2,2,78475,5,98410,,,,,
3306300,MONTESSORI EDUCATION CENTER OF THE ROCKIES,CO,802054972,Private-Nonprofit,3,3,10500,3,5250,2,2,12000,2,6000,,,,,,,,,,,,,,,
3316400,FINE MORTUARY COLLEGE,MA,020624766,Proprietary,48,50,174818,137,170609,58,60,232632,161,233341,,,,,,1,1,6900,2,6900,,,,,
3319300,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,454142557,Proprietary,46,46,138920,90,137472,55,58,180138,112,169586,,,,,,5,5,36295,10,35432,,,,,
3327300,HAIR ACADEMY II,MD,207481401,Proprietary,62,62,176467,107,154664,57,57,280871,101,248290,,,,,,5,5,20000,6,12000,,,,,
3327400,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY",CA,947042724,Private-Nonprofit,,,,,,,,,,,38,38,654138,61,523728,,,,,,14,14,267511,30,285543
3329300,JOHN CABOT UNIVERSITY,,00165,Foreign-Private,2,2,11000,4,11000,3,3,10500,5,11500,,,,,,2,2,17800,3,27370,2,2,27973,5,40913
3332300,SOUTHERN CALIFORNIA SEMINARY,CA,920191109,Private-Nonprofit,1,1,1500,5,9247,2,2,3502,5,6352,5,5,23956,48,238691,,,,,,0,0,0,3,12627
3332600,DELTA COLLEGE,LA,704338514,Proprietary,38,38,113025,82,139562,56,56,158815,93,136078,,,,,,1,1,10400,1,5200,,,,,
3333300,MEDICAL UNIVERSITY OF LUBLIN,,20-059,Foreign-Public,,,,,,,,,,,3,3,61500,4,41000,,,,,,3,3,199841,10,160472
3334300,UNIVERSIDAD CATÓLICA NORDESTANA,,31000,Foreign-Private,1,1,4500,1,2250,1,1,6000,1,3000,1,1,20500,3,26000,,,,,,1,1,13200,4,42700
3335400,BURMAN UNIVERSITY,,T4L 2E5,Foreign-Private,0,0,0,1,2250,0,0,0,1,3000,,,,,,,,,,,,,,,
3339400,WESTERN GOVERNORS UNIVERSITY,UT,841070000,Private-Nonprofit,16814,16822,56085534,31516,53015134,16272,16292,84730631,29859,78169037,8239,8249,90145620,14349,79819405,28,28,100184,53,93734,46,46,514533,77,438826
3342300,GLASGOW CALEDONIAN UNIVERSITY,,G4 0BA,Foreign-Private,,,,,,,,,,,2,2,27150,16,107988,,,,,,0,0,0,7,43022
3346300,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,FL,334174574,Private-Nonprofit,84,89,293188,169,272623,86,86,391619,169,348027,,,,,,3,3,9934,7,15206,,,,,
3347300,INTERNATIONAL BAPTIST COLLEGE AND SEMINARY,AZ,852866799,Private-Nonprofit,1,1,3500,2,3500,0,0,0,3,12740,,,,,,,,,,,,,,,
3349400,"QUEEN MARGARET UNIVERSITY, EDINBURGH",,EH21 6UU,Foreign-Private,,,,,,,,,,,0,0,0,1,6834,,,,,,0,0,0,1,8334
3350300,BOURNEMOUTH UNIVERSITY,,BH12 5BB,Foreign-Private,,,,,,,,,,,0,0,0,10,74744,,,,,,0,0,0,6,46228
3352300,LONDON SOUTH BANK UNIVERSITY,,SE1 0AA,Foreign-Private,,,,,,1,1,5500,1,5500,0,0,0,4,27335,1,1,16564,1,16564,0,0,0,5,45599
3355400,RICHMONT GRADUATE UNIVERSITY,TN,374043026,Private-Nonprofit,,,,,,,,,,,1,1,4250,72,198240,,,,,,7,7,102520,23,163979
3356300,DELTA COLLEGE SOUTH,LA,708168190,Proprietary,40,40,127818,57,91159,36,36,146293,58,97787,,,,,,,,,,,,,,,
3358300,ALLEN SCHOOL,NY,114324901,Proprietary,219,219,722167,363,609835,219,222,1072312,365,905156,,,,,,13,13,100348,20,75962,,,,,
3361300,GWINNETT COLLEGE,NC,276162811,Proprietary,27,27,73395,81,90556,28,28,111847,83,143451,,,,,,0,0,0,1,3579,,,,,
3361400,FORTIS COLLEGE,AL,363037859,Proprietary,378,389,1017973,875,908046,368,377,1555258,856,1376043,,,,,,16,16,67353,40,86565,,,,,
3367300,PROFESSIONAL GOLFERS CAREER COLLEGE,CA,925916013,Proprietary,10,10,37640,19,35475,8,8,42500,13,33320,,,,,,1,1,21281,1,10640,,,,,
3367400,COMMUNITY CARE COLLEGE,OK,741456420,Private-Nonprofit,204,207,599562,435,646486,175,176,713914,367,728643,,,,,,0,0,0,2,7309,,,,,
3368300,MIDWEST TECHNICAL INSTITUTE,IL,627078805,Proprietary,950,955,2918223,1879,2893840,944,949,4117300,1888,4067330,,,,,,47,50,293225,116,350968,,,,,
3372300,NORTHWEST VISTA COLLEGE,TX,782514217,Public,63,69,131595,89,131595,76,93,191281,117,191281,,,,,,1,1,4847,2,4847,,,,,
3373300,BEACON COLLEGE,FL,347485224,Private-Nonprofit,1,1,3500,1,3500,0,0,0,1,3250,,,,,,2,2,8604,2,8604,,,,,
3377300,CARDIFF METROPOLITAN UNIVERSITY,,CF5  2YB,Foreign-Private,,,,,,,,,,,0,0,0,4,30752,,,,,,0,0,0,3,20420
3403300,EPIC BIBLE COLLEGE,CA,958413546,Private-Nonprofit,8,8,23717,16,14942,6,6,27400,14,20400,0,0,0,1,5125,,,,,,,,,,
3409500,CHESTER CAREER COLLEGE,VA,238362516,Proprietary,76,77,287681,122,225437,82,88,380640,143,302905,,,,,,5,5,14218,7,10416,,,,,
3409600,BENNETT CAREER INSTITUTE,DC,200171754,Proprietary,29,29,82213,50,72547,19,19,53559,39,51700,,,,,,,,,,,,,,,
3412300,ADVANCED BARBER COLLEGE & HAIR DESIGN,TX,785960000,Proprietary,10,10,32729,28,47374,10,10,24702,28,30322,,,,,,,,,,,,,,,
3418300,GWINNETT COLLEGE-SANDY SPRINGS,GA,300762129,Proprietary,91,94,258079,228,256841,82,85,356172,216,353503,,,,,,2,2,10500,2,4083,,,,,
3418400,EDINBURGH NAPIER UNIVERSITY,,EH14 1DJ,Foreign-Private,,,,,,,,,,,0,0,0,30,207598,,,,,,0,0,0,25,260286
3419400,NORTHEASTERN SEMINARY,NY,146241997,Private-Nonprofit,,,,,,,,,,,9,9,47493,11,63743,,,,,,,,,,
3422300,MILAN INSTITUTE,TX,782384103,Proprietary,582,583,1486214,1100,1392175,571,572,1835036,1086,1677716,,,,,,48,48,282914,99,301592,,,,,
3422400,COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,770363211,Private-Nonprofit,19,19,65785,43,111507,20,20,84280,45,150133,,,,,,1,1,3500,1,3500,,,,,
3424500,NEW COMMUNITY CAREER AND TECHNICAL INSTITUTE,NJ,071032419,Private-Nonprofit,28,28,39697,43,30742,0,0,0,1,187,,,,,,,,,,,,,,,
3425300,ROSEDALE BIBLE COLLEGE,OH,430299501,Private-Nonprofit,,,,,,1,1,2000,1,2000,,,,,,,,,,,,,,,
3426300,COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,787239802,Proprietary,389,392,1299097,731,1219433,392,395,1755178,749,1657733,,,,,,10,10,65077,24,73619,,,,,
3428300,KLAMATH COMMUNITY COLLEGE,OR,976037121,Public,65,65,204528,362,518203,20,20,57933,219,353100,,,,,,1,1,5000,4,20839,,,,,
3429600,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,FL,333013510,Private-Nonprofit,,,,,,4,4,34165,4,27332,62,63,690480,69,483347,,,,,,19,21,648520,25,420493
3433400,NEW CONCEPT MASSAGE & BEAUTY SCHOOL,FL,331440000,Proprietary,20,20,57514,65,94197,20,20,59662,65,94049,,,,,,,,,,,,,,,
3433500,LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING (THE),NY,100192813,Proprietary,14,14,31845,27,31087,14,14,42043,28,41437,,,,,,,,,,,,,,,
3434300,FORTIS COLLEGE,FL,320655813,Proprietary,163,166,476008,324,395476,160,162,730103,316,604786,,,,,,6,6,51087,17,56979,,,,,
3435300,ANGLIA  RUSKIN UNIVERSITY,,CM1 1SQ,Foreign-Private,,,,,,,,,,,0,0,0,10,63338,,,,,,0,0,0,11,108560
3437300,UPPER VALLEY EDUCATORS INSTITUTE,NH,037661358,Private-Nonprofit,1,1,5392,6,9976,0,0,0,5,2981,,,,,,1,1,8952,2,8952,,,,,
3440300,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,381043104,Private-Nonprofit,173,174,364847,316,664947,167,173,497101,324,884540,0,0,0,25,248042,23,23,130671,25,137403,0,0,0,2,24104
3440400,MARIAN HEALTH CAREERS CENTER,CA,900104108,Proprietary,70,71,236864,123,203740,70,71,321539,126,273228,,,,,,7,7,89553,18,120776,,,,,
3441300,IOWA SCHOOL OF BEAUTY,IA,511065111,Proprietary,16,16,53250,39,65250,16,16,46407,41,58477,,,,,,1,1,3600,6,13965,,,,,
3443300,NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,NY,115014005,Private-Nonprofit,,,,,,,,,,,45,45,377126,47,377126,,,,,,2,2,23844,2,23844
3445300,HDS TRUCK DRIVING INSTITUTE,AZ,857569278,Proprietary,21,21,59619,28,39753,21,21,98962,29,66523,,,,,,1,1,3150,2,1575,,,,,
3453400,SHAWNEE BEAUTY COLLEGE,OK,748043141,Proprietary,15,15,44098,25,35264,13,13,46104,22,40105,,,,,,1,1,13000,1,6500,,,,,
3463300,CAREERS UNLIMITED,UT,840584905,Proprietary,73,73,360504,75,253256,83,83,469496,83,345246,,,,,,6,6,58511,6,48941,,,,,
3466400,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE),WA,981211177,Private-Nonprofit,,,,,,,,,,,3,4,12041,111,694271,,,,,,2,2,47864,27,209728
3468500,MDT COLLEGE OF HEALTH SCIENCES,IL,606021708,Proprietary,333,335,1072392,515,817523,319,324,1540650,500,1205699,,,,,,,,,,,,,,,
3473300,UNIVERSITY OF THE ARTS LONDON,,WC1V 7EY,Foreign-Private,1,1,4500,2,4500,1,1,2000,2,2000,1,1,20500,42,331454,,,,,,0,0,0,43,898054
3478300,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA,,CF10 3ER,Foreign-Private,0,0,0,3,3832,0,0,0,4,5832,0,0,0,6,36002,0,0,0,2,31981,0,0,0,4,34598
3479300,PCI COLLEGE,CA,907032522,Proprietary,31,31,125936,79,163096,11,11,30312,29,38249,,,,,,,,,,,,,,,
3480300,FORTIS COLLEGE,LA,708176244,Proprietary,742,765,2033115,1733,1807987,721,741,2865639,1687,2548663,,,,,,74,74,513253,180,474716,,,,,
3483500,CASCADIA COLLEGE,WA,980119510,Public,4,4,14000,11,21265,6,7,12439,18,30643,,,,,,1,1,3559,2,3559,,,,,
3490300,PAUL MITCHELL THE SCHOOL CHICAGO,IL,606070000,Proprietary,40,40,125349,63,102954,43,43,159083,66,126712,,,,,,4,4,65121,7,54218,,,,,
3491400,AMERICAN ADVANCED TECHNICIANS INSTITUTE,FL,330144430,Proprietary,0,0,0,2,2410,0,0,0,2,2755,,,,,,,,,,,,,,,
3492300,UNIVERSITY OF OXFORD - GREEN TEMPLETON COLLEGE,,OX2 6HG,Foreign-Private,,,,,,,,,,,0,0,0,5,28013,,,,,,0,0,0,4,42359
3493300,ALL-STATE CAREER,MD,212246614,Proprietary,618,630,1625432,1343,1434742,621,638,2483931,1371,2185397,,,,,,51,51,251860,111,241421,,,,,
3494400,UNIVERSITY OF CAMBRIDGE - SELWYN COLLEGE,,CB3 9DQ,Foreign-Private,,,,,,,,,,,0,0,0,2,20500,,,,,,0,0,0,2,51334
3494600,UNIVERSITY OF OXFORD - HARRIS MANCHESTER COLLEGE,,OX1 3TD,Foreign-Private,0,0,0,3,4500,0,0,0,2,4334,,,,,,,,,,,0,0,0,1,7323
3498400,OMEGA INSTITUTE OF COSMETOLOGY,LA,703600000,Proprietary,1,1,2917,3,4376,1,1,2189,4,4556,,,,,,,,,,,,,,,
3501400,LEEDS BECKETT UNIVERSITY,,LS1 3HB,Foreign-Private,,,,,,,,,,,0,0,0,8,54450,,,,,,0,0,0,7,52955
3510300,ERIKSON INSTITUTE,IL,606544510,Private-Nonprofit,,,,,,,,,,,2,2,20500,70,437468,,,,,,0,0,0,27,228261
3513500,WILLIAMSON CHRISTIAN COLLEGE,TN,370678237,Private-Nonprofit,0,0,0,3,6607,0,0,0,1,2750,,,,,,,,,,,,,,,
3515300,UNIVERSITY OF CENTRAL LANCASHIRE,,PR1 2HE,Foreign-Private,0,0,0,16,21547,0,0,0,19,18724,0,0,0,3,20502,0,0,0,15,170149,0,0,0,3,21080
3516300,KING'S UNIVERSITY (THE),TX,760926507,Private-Nonprofit,9,9,22141,11,22155,10,10,33563,14,34157,6,6,39647,31,156023,,,,,,1,1,2540,5,35708
3517300,UNIVERSITY OF BRIGHTON,,BN2 4AT,Foreign-Private,,,,,,,,,,,0,0,0,2,14689,,,,,,0,0,0,2,24346
3523300,AVIATION INSTITUTE OF MAINTENANCE,GA,300965038,Proprietary,397,443,1560506,826,1446164,387,415,1813856,761,1652741,,,,,,18,18,165093,34,158131,,,,,
3532400,ATA COLLEGE,CA,920200918,Proprietary,45,45,135788,80,124240,44,44,161018,82,147281,,,,,,,,,,,,,,,
3534400,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,OH,432291113,Proprietary,34,34,88008,94,94682,34,34,136844,96,151984,5,5,102500,15,97229,0,0,0,2,15082,4,4,49566,12,52919
3537300,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,NY,114331433,Proprietary,208,208,619571,389,576969,184,184,668492,341,628535,,,,,,23,23,142210,52,178460,,,,,
3542300,CONCORDE CAREER COLLEGE,TX,750523831,Proprietary,244,245,772595,541,790988,226,227,1168808,525,1197384,,,,,,9,9,107631,34,172323,,,,,
3542400,COPPER MOUNTAIN COLLEGE,CA,922526102,Public,7,7,26000,10,32750,3,3,12743,5,18743,,,,,,,,,,,,,,,
3544300,ATENAS UNIVERSITY DR. MARIA LUISA HERNANDEZ,PR,006740000,Private-Nonprofit,10,10,20333,57,69798,9,9,27305,50,85061,1,1,2400,14,74898,,,,,,,,,,
3547300,UNIVERSITY OF SOUTH WALES,,CF37 1DL,Foreign-Private,,,,,,,,,,,0,0,0,2,13668,,,,,,0,0,0,2,19845
3549300,ULTIMATE MEDICAL ACADEMY,FL,337564917,Private-Nonprofit,12496,17019,39055397,32629,38691677,12563,21096,58730051,40435,57408205,,,,,,2,4,24327,4,12164,,,,,
3555300,SOUTHEASTERN COLLEGE,NC,282170000,Proprietary,175,178,565917,329,536658,175,183,799660,343,791646,,,,,,9,9,113159,18,83625,,,,,
3555400,SOUTHEASTERN COLLEGE,SC,294060000,Proprietary,142,147,473267,269,448478,142,144,742147,282,719495,,,,,,8,8,68242,18,72945,,,,,
3557300,NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,323122603,Proprietary,23,23,51819,42,46540,20,20,68260,36,61617,,,,,,,,,,,,,,,
3559300,APPALACHIAN SCHOOL OF LAW,VA,246140000,Private-Nonprofit,,,,,,,,,,,1,1,10250,2,15550,,,,,,2,2,23300,8,108540
3568300,LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,NY,142215323,Proprietary,4,4,11000,8,10709,7,7,17166,15,23020,,,,,,2,2,22558,3,17408,,,,,
3570300,CAROLINA CHRISTIAN COLLEGE,NC,271053241,Private-Nonprofit,9,9,29750,9,10211,9,9,19000,9,6836,0,0,0,1,7000,,,,,,,,,,
3570500,NORTHPOINT BIBLE COLLEGE,MA,018350000,Private-Nonprofit,10,10,39915,30,60415,8,8,46500,25,57500,3,3,16079,8,16079,,,,,,,,,,
3572300,EAST VALLEY INSTITUTE OF TECHNOLOGY,AZ,852016910,Public,38,38,134275,59,97540,38,38,158073,67,140611,,,,,,,,,,,,,,,
3573300,AVIATION INSTITUTE OF MAINTENANCE,TX,750626303,Proprietary,224,237,832032,397,695861,215,224,1058088,373,898351,,,,,,40,40,333687,66,274322,,,,,
3577300,COBA ACADEMY,CA,928014622,Proprietary,34,34,62138,67,61747,36,36,84009,70,81841,,,,,,1,1,4759,3,7139,,,,,
3579300,TEXAS COUNTY TECHNICAL COLLEGE,MO,654832700,Proprietary,32,32,102799,60,93940,31,31,142645,54,117923,,,,,,,,,,,,,,,
3580300,LIVERPOOL JOHN MOORES UNIVERSITY,,L3 5AH,Foreign-Private,0,0,0,4,7336,0,0,0,4,2664,0,0,0,9,57504,0,0,0,4,40891,0,0,0,8,66323
3583300,OHIO INSTITUTE OF ALLIED HEALTH,OH,454243646,Private-Nonprofit,62,67,190781,145,173536,65,68,298374,151,275668,,,,,,,,,,,,,,,
3584400,COLORADO SCHOOL OF HEALING ARTS,CO,802264332,Proprietary,4,4,10000,27,31513,5,5,22738,29,62838,,,,,,,,,,,,,,,
3588300,IRENE'S MYOMASSOLOGY INSTITUTE,MI,480332404,Proprietary,14,14,34034,53,63825,14,14,55560,56,110951,,,,,,,,,,,,,,,
3589400,ARTS UNIVERSITY BOURNEMOUTH,,BH12 5HH,Foreign-Private,0,0,0,18,25058,0,0,0,21,27934,0,0,0,4,27335,0,0,0,13,125998,0,0,0,3,25531
3593300,SOUTHWEST INSTITUTE OF HEALING ARTS,AZ,852825687,Proprietary,80,80,244062,164,249681,85,85,426416,174,415601,,,,,,6,6,47752,16,81919,,,,,
3594300,GRENOBLE ECOLE DE MANAGEMENT,,38000,Foreign-Private,,,,,,,,,,,0,0,0,7,63750,,,,,,0,0,0,3,25391
3611400,FLORIDA BARBER ACADEMY,FL,333173127,Proprietary,47,47,130348,97,135561,45,45,183493,94,200951,,,,,,,,,,,,,,,
3612400,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,TX,785960000,Private-Nonprofit,20,20,66850,47,78750,19,20,54000,47,55600,,,,,,,,,,,,,,,
3613300,UNIVERSITY OF NORTHERN BRITISH COLUMBIA,,V2N 4Z9,Foreign-Private,,,,,,,,,,,0,0,0,1,6834,,,,,,,,,,
3616300,AVIATION INSTITUTE OF MAINTENANCE,MO,641291811,Proprietary,92,96,367368,176,337597,97,99,497382,179,449519,,,,,,24,24,207721,55,239263,,,,,
3617300,HEALING MOUNTAIN MASSAGE SCHOOL,UT,841024006,Proprietary,23,23,52680,65,72114,25,25,92451,65,116113,,,,,,0,0,0,2,4810,,,,,
3617500,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,AZ,850121275,Proprietary,,,,,,0,0,0,1,4693,29,29,537945,43,417314,,,,,,22,23,778626,33,573866
3619300,UNIVERSITY OF GREENWICH,,SE10 9LS,Foreign-Private,0,0,0,28,45766,0,0,0,36,46785,0,0,0,24,161220,0,0,0,16,176660,0,0,0,13,149314
3626300,BROWN AVEDA INSTITUTE,OH,440606212,Proprietary,36,36,97817,95,130715,45,46,146582,115,182429,,,,,,4,4,36276,10,37327,,,,,
3627300,LAMAR INSTITUTE OF TECHNOLOGY,TX,777054142,Public,21,21,58250,42,58250,19,19,80077,26,55102,,,,,,,,,,,,,,,
3627600,FLORIDA EDUCATION INSTITUTE,FL,331445036,Proprietary,23,23,80500,64,112000,23,23,138000,65,188750,,,,,,0,0,0,2,7184,,,,,
3639300,SMITH CHASON COLLEGE,CA,900102502,Proprietary,699,699,2582372,1814,2594899,712,712,3217792,1839,3234181,,,,,,54,54,502859,121,428266,,,,,
3642300,INSTITUTE OF TECHNOLOGY,OR,973020000,Proprietary,98,107,244874,243,279816,83,84,368586,211,429013,,,,,,1,1,7453,6,18446,,,,,
3645400,"RUDY & KELLY ACADEMY, A PAUL MITCHELL PARTNER SCHOOL",VA,234646857,Proprietary,23,23,59052,56,77226,26,26,84237,69,104921,,,,,,3,3,9735,7,22267,,,,,
3646300,DESIGN'S SCHOOL OF COSMETOLOGY,CA,934469530,Proprietary,18,18,45915,36,46677,22,22,63616,45,66815,,,,,,2,2,11435,6,14832,,,,,
3650600,PC AGE,NJ,073063936,Proprietary,55,55,158500,94,130500,56,56,250673,96,204923,,,,,,1,1,6390,1,3195,,,,,
3653400,UNIVERSIDAD DE IBEROAMÉRICA UNIBE S.C.,,11870-1000,Foreign-Private,,,,,,,,,,,0,0,0,1,2145,,,,,,,,,,
3654300,EASTERN VIRGINIA CAREER COLLEGE,VA,224088605,Proprietary,62,64,212296,105,192487,62,63,312368,103,291126,,,,,,1,2,22511,6,44258,,,,,
3661400,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,FL,331253013,Proprietary,2356,2356,8227515,3470,6059007,2350,2350,13733008,3462,10131326,,,,,,,,,,,,,,,
3663300,HOOD THEOLOGICAL SEMINARY,NC,281445768,Private-Nonprofit,,,,,,,,,,,15,15,74000,15,74000,,,,,,,,,,
3666300,PILLAR COLLEGE,NJ,071025511,Private-Nonprofit,8,8,31000,51,62535,9,9,49500,55,88129,5,5,102500,28,143500,,,,,,1,1,12000,3,18767
3670300,TIGI HAIRDRESSING ACADEMY LEGACY,CO,809184001,Proprietary,16,16,49484,33,48054,19,19,61867,34,58716,,,,,,3,3,27300,4,20150,,,,,
3674300,ABERTAY UNIVERSITY,,DD1 1HG,Foreign-Private,,,,,,,,,,,0,0,0,2,13668,,,,,,0,0,0,3,22617
3676300,FAMILY OF FAITH CHRISTIAN UNIVERSITY,OK,748049526,Private-Nonprofit,0,0,0,4,6875,1,1,1465,6,11965,1,1,10106,18,39872,,,,,,,,,,
