tenant_id,resource,dirty,in_use,reserved
8977ef5d45f74e7290c10832c324ab99,security_group,0,4,0
89db7551de5c41b2bd781893ba617f59,port,0,1,0
89db7551de5c41b2bd781893ba617f59,security_group,1,2,0
8a010e36e51d41288d475ed4f9f88e26,port,0,1,0
8a010e36e51d41288d475ed4f9f88e26,security_group,1,3,0
8a226d87e9ed417abb21d0f95b56b51f,port,0,1,0
8bb22f76f7e346a4a84daa18dd829b52,port,0,1,0
8bb22f76f7e346a4a84daa18dd829b52,security_group,0,1,0
8c006833c8fa4d2e919e8d928dffd880,port,0,3,0
8c8c2396169b4de68f657ed83b37ab9c,port,1,1,0
8cc92f47c7ec48849f65f92e94a1c8a6,port,1,3,0
8cc92f47c7ec48849f65f92e94a1c8a6,security_group,0,3,0
8dd5979cad9749d3884fea32b0def460,port,0,1,0
8dd5979cad9749d3884fea32b0def460,security_group,0,2,0
8e3ca0edc9084571b1aa97cc791f7a6f,port,0,2,0
8e3ca0edc9084571b1aa97cc791f7a6f,security_group,0,1,0
8f8129f6bbd94f09af00ad3655cf6515,port,1,1,0
8f8129f6bbd94f09af00ad3655cf6515,security_group,0,5,0
9063250bce0a40309cf94ff26a99d4a8,port,0,1,0
9063250bce0a40309cf94ff26a99d4a8,security_group,0,1,0
90d4fa29dbf644e28512d5ddf59df8ae,port,0,1,0
90d4fa29dbf644e28512d5ddf59df8ae,security_group,0,1,0
9115a38ce1834457be65c4801d47113b,port,0,1,0
9115a38ce1834457be65c4801d47113b,security_group,0,1,0
92d0bd08fd444ecf83e6dcf7bfd712da,security_group,0,2,0
9327b959520846259c09a9fc4bd40ac4,port,0,2,0
9327b959520846259c09a9fc4bd40ac4,security_group,0,2,0
937d886b9eda4b3d9c036f46612dc492,port,0,1,0
937d886b9eda4b3d9c036f46612dc492,security_group,0,1,0
956ae20bbb444a8c8f149729198aec63,port,1,7,0
97107d3284a848a4a4ea0345bd05cbef,port,1,20,0
982384173924496287a78d04af19720d,port,1,1,0
98333a1a28e746fa8c629c83a818ad57,floatingip,0,6,0
98333a1a28e746fa8c629c83a818ad57,network,0,6,0
98333a1a28e746fa8c629c83a818ad57,port,0,274,0
98333a1a28e746fa8c629c83a818ad57,router,1,3,0
98333a1a28e746fa8c629c83a818ad57,security_group,0,83,0
98333a1a28e746fa8c629c83a818ad57,security_group_rule,1,250,0
98333a1a28e746fa8c629c83a818ad57,subnet,0,7,0
98b4530b2d5f4c7d91668b8192234d81,security_group,0,1,0
9af4c29dc8054593b9efdbac06e811f8,port,1,1,0
9ba655cc2bc24fc69906d07d6c553974,port,0,5,0
9c982b4e161647ddb5f8637ac9eb551d,port,1,561,0
9c982b4e161647ddb5f8637ac9eb551d,security_group,0,2,0
9d5e5eaefad241908dff8cff7cc5e5ef,port,0,1,0
9d5e5eaefad241908dff8cff7cc5e5ef,security_group,0,2,0
9d68b362842341d59922450380bb39b1,port,0,3,0
9d68b362842341d59922450380bb39b1,security_group,0,2,0
9e2200862b674b3098afc897b0fbb977,port,0,29,0
9e2200862b674b3098afc897b0fbb977,security_group,0,4,0
9eaf54d1f17640cbb175fef72a248bdc,port,1,4,0
9ed76bfc5fd549d4b743c88eb09cd7c0,port,0,15,0
9ed76bfc5fd549d4b743c88eb09cd7c0,security_group,0,4,0
9f81c07c45c94ebcac3b20c51197de1d,port,0,1,0
a1312b2cc0274825938b28a95879c944,port,0,1,0
a1312b2cc0274825938b28a95879c944,security_group,0,5,0
a1cb70fe41194902b26944a48712f9b3,port,1,2,0
a1cb70fe41194902b26944a48712f9b3,security_group,0,1,0
a1dd2df207794506baf995340b8d41ec,port,0,1,0
a1dd2df207794506baf995340b8d41ec,security_group,0,2,0
a2a402bed9134ca58bf733c38cd4c77d,port,0,1,0
a2a402bed9134ca58bf733c38cd4c77d,security_group,1,2,0
a3ccd76b29264bbe94415833015c9379,port,1,4,0
a3ccd76b29264bbe94415833015c9379,security_group,0,16,0
a3ccd76b29264bbe94415833015c9379,security_group_rule,1,67,0
a3f1682406bf4023a4a8089f9abd5763,port,1,3,0
a51d86f76bc640c2b9c892c63bff688b,network,0,0,0
a51d86f76bc640c2b9c892c63bff688b,port,0,3,0
a51d86f76bc640c2b9c892c63bff688b,router,1,4,0
a51d86f76bc640c2b9c892c63bff688b,security_group,0,3,0
a51d86f76bc640c2b9c892c63bff688b,subnet,0,0,0
a5b38e3e60be4bdb8116c3f460381595,port,0,1,0
a5b38e3e60be4bdb8116c3f460381595,security_group,0,2,0
a5c6a169183342b989557bb95c7b8e0b,port,0,2,0
a5c6a169183342b989557bb95c7b8e0b,security_group,0,2,0
a632c7327bec4f86b7fa93b1c93f3dab,port,0,0,0
a65f9e8fefc346488f00f6220816a8f6,port,1,1,0
a65f9e8fefc346488f00f6220816a8f6,security_group,1,1,0
a6780a9c6f034d58b0bfffacd1db338e,port,1,1,0
a6780a9c6f034d58b0bfffacd1db338e,security_group,0,1,0
a851fb33992b46aa8d8c3ff00841815b,port,1,2,0
a851fb33992b46aa8d8c3ff00841815b,security_group,0,5,0
a946f8cc327a4467beb90a3a724b8bb5,port,1,2,0
a946f8cc327a4467beb90a3a724b8bb5,security_group,0,1,0
aa6656a1a8f34028ae2f5978c9811908,port,0,1,0
aa6656a1a8f34028ae2f5978c9811908,security_group,0,2,0
ab11e3a9596e40fda9135e37ecc3be94,port,0,1,0
ab5584a7dbd5425788852035a1f02026,port,0,1,0
ab864875e1f44f1c8f112ea460047cea,port,0,3,0
ab864875e1f44f1c8f112ea460047cea,security_group,0,2,0
ad3a34870c4c48db9af0f32523dc1172,port,0,1,0
ad3a34870c4c48db9af0f32523dc1172,security_group,0,1,0
ad87188d262f4ff8a72c87cccfc21c8b,security_group,0,1,0
ae58f400d79d41e588c89da0ec17ce21,port,0,1,0
ae58f400d79d41e588c89da0ec17ce21,security_group,0,1,0
af6808bae4494d07a11f4fd479ceec36,port,0,3,0
b01ba51c1d544787b8a5da66214933a0,port,0,1,0
b01ba51c1d544787b8a5da66214933a0,security_group,0,1,0
b01bd351ae9f46ba89689673cb25e6f5,port,0,1,0
b01bd351ae9f46ba89689673cb25e6f5,security_group,0,2,0
b04050a9b449404285a60975c90fd758,port,1,1,0
b04050a9b449404285a60975c90fd758,router,0,0,0
b04050a9b449404285a60975c90fd758,security_group,0,2,0
b0c018741b66434c9574907e9347671f,port,1,2,0
b0c5a712396141a593e7d0b76051383c,port,0,1,0
b0c5a712396141a593e7d0b76051383c,security_group,0,2,0
b1a541e6fa4e48e0aa7b20e347c8b436,network,0,0,0
b1a541e6fa4e48e0aa7b20e347c8b436,port,0,1,0
b1a541e6fa4e48e0aa7b20e347c8b436,security_group,0,8,0
b1f158e6324d426abb3c223b06ae9be2,port,1,2,0
b1f158e6324d426abb3c223b06ae9be2,security_group,0,3,0
b25fa0648e0a48dc9cfdf87a85af2ce8,port,0,1,0
b25fa0648e0a48dc9cfdf87a85af2ce8,security_group,0,1,0
b263c8f9e24f4af9888ea2b2975c2e19,port,0,1,0
b3c6072810a24f67a7ac48e49a960e51,network,0,0,0
b3c6072810a24f67a7ac48e49a960e51,port,0,3,0
b3c6072810a24f67a7ac48e49a960e51,router,0,1,0
b3c6072810a24f67a7ac48e49a960e51,security_group,0,5,0
b4d0be1f662a4cdba867d615609cdf6d,port,1,1,0
b5a0d1e17f354e15ac734f59cf51e7a9,port,0,0,0
b5a0d1e17f354e15ac734f59cf51e7a9,security_group,0,2,0
b63d728b6f684901adb77982ac6b5334,port,0,1,0
b63d728b6f684901adb77982ac6b5334,security_group,0,3,0
b7188a889c6a4800893445d969673bab,port,1,3,0
b84d5d12d74240de934224520e55aa4b,port,0,2,0
b84d5d12d74240de934224520e55aa4b,security_group,0,4,0
b971e9fc43144ac2a7c2ab9d00babd76,port,0,1,0
b971e9fc43144ac2a7c2ab9d00babd76,security_group,0,4,0
baf23911831246768aaa98ace9f7b6a2,port,0,1,0
baf23911831246768aaa98ace9f7b6a2,security_group,0,1,0
bb02e86c269945129288ac22543d2d65,port,0,1,0
bb23838aeeaf4df793775cf66305bfba,port,0,1,0
bb23838aeeaf4df793775cf66305bfba,security_group,0,1,0
bca62e47c26348589cbfdcb6b5a37445,port,1,2,0
bca62e47c26348589cbfdcb6b5a37445,security_group,0,2,0
bcb4a0fc940d40af9d8f1519485334d2,port,0,3,0
bcb4a0fc940d40af9d8f1519485334d2,security_group,0,1,0
bdbf4493026a4b568ccd39294a7ff7fb,port,1,2,0
bdbf4493026a4b568ccd39294a7ff7fb,security_group,1,4,0
be7cbc91eede4b799c2bb0c50f158b50,port,0,3,0
be7cbc91eede4b799c2bb0c50f158b50,security_group,0,2,0
be9fa403a8be4ef3815e394af1671b32,port,1,1,0
beda10bea1574335af5c23df8ff23ea1,port,1,4,0
beda10bea1574335af5c23df8ff23ea1,security_group,0,1,0
bede483b79f940deb6d0611499028842,port,0,1,0
bede483b79f940deb6d0611499028842,security_group,1,1,0
bfd50153a2e9476f93e33e30e922cd06,floatingip,0,9,0
bfd50153a2e9476f93e33e30e922cd06,network,0,3,0
bfd50153a2e9476f93e33e30e922cd06,port,1,29,0
bfd50153a2e9476f93e33e30e922cd06,router,1,2,0
bfd50153a2e9476f93e33e30e922cd06,security_group,0,27,0
bfd50153a2e9476f93e33e30e922cd06,subnet,0,3,0
bfe6b439cb834e79a3d8adbf23b5a92d,port,0,2,0
bfe6b439cb834e79a3d8adbf23b5a92d,security_group,0,3,0
c11cdf2f746b42faa2cad66360e4f568,port,1,2,0
c11cdf2f746b42faa2cad66360e4f568,security_group,1,2,0
c14f7e9b3bef464294cfc5c03801ada0,port,0,2,0
c15386e2413340c58539c1de3bb4e4de,port,0,1,0
c182586b240f47ddb1a1bd6e0f41cc33,port,0,1,0
c182586b240f47ddb1a1bd6e0f41cc33,security_group,0,2,0
c1cb7bcbcb6040c9837c35ff8501b13a,port,0,2,0
c1cb7bcbcb6040c9837c35ff8501b13a,security_group,0,9,0
c22abbcf54a24f11b0f70ae74679cb19,port,0,1,0
c22abbcf54a24f11b0f70ae74679cb19,security_group,0,1,0
c32ab7f84a364382888e7f4e17f9fb00,port,0,1,0
c32ab7f84a364382888e7f4e17f9fb00,security_group,0,1,0
c34e8c5f313b4866a139601fa131c2f6,port,0,0,0
c34e8c5f313b4866a139601fa131c2f6,security_group,0,2,0
c3b23797c9f140ac8d95fa84d2811725,port,0,5,0
c40a485b222648cd87b74c3037362a75,port,1,2,0
c40a485b222648cd87b74c3037362a75,security_group,0,1,0
c4528844c6fd4045b79f936e3a0bfd8d,port,0,2,0
c458e38ea68d4520810f866b59ff07d2,port,0,1,0
c4612d01a23547189de78f503b9d4145,port,0,1,0
c6d36b416dac49f193b4a209546ce370,port,0,40,0
c6d36b416dac49f193b4a209546ce370,security_group,1,7,0
c89039d9095e42d0b41fad722fbe17b5,port,0,3,0
ca0ba321451b4832a726b23f9a28453c,port,0,1,0
cb2bd9108b0f4957a806daf2984545b3,port,0,1,0
cb2bd9108b0f4957a806daf2984545b3,security_group,0,1,0
cb58d619ff55411894a0f9d3e005f68c,port,0,0,0
cb58d619ff55411894a0f9d3e005f68c,security_group,0,10,0
cba3d7b7359b446aa2911de2ddbfd2f5,port,0,1,0
cba3d7b7359b446aa2911de2ddbfd2f5,security_group,0,2,0
cbb081b66c234146bf3f664c672481f1,port,0,1,0
cbb081b66c234146bf3f664c672481f1,security_group,0,3,0
ccf2065a88074df09526d5dd5c361845,port,1,7,0
ccf2065a88074df09526d5dd5c361845,security_group,0,1,0
ccffeac313314388922e3c1006ee9871,network,0,1,0
ccffeac313314388922e3c1006ee9871,port,0,2,0
ccffeac313314388922e3c1006ee9871,security_group,0,3,0
ccffeac313314388922e3c1006ee9871,subnet,0,1,0
cd253e76857f46d694d19b80f077de15,port,0,1,0
cd253e76857f46d694d19b80f077de15,security_group,0,1,0
cdb8fd3639134748aaa55cad3c4a1366,port,0,7,0
cdb8fd3639134748aaa55cad3c4a1366,security_group,0,6,0
ce4de7103e724ef7baa6a77d0a3b7fc0,port,1,1,0
ce5756b3b57d4d5a82508ae5e27ecfb8,port,1,1,0
ce5756b3b57d4d5a82508ae5e27ecfb8,router,1,0,0
ce5756b3b57d4d5a82508ae5e27ecfb8,security_group,0,1,0
cf660c71478448e98a44a457af036f02,port,0,1,0
cf660c71478448e98a44a457af036f02,security_group,0,2,0
cf7031711c574cda9625960f08129fdd,port,1,1,0
cf7031711c574cda9625960f08129fdd,security_group,0,4,0
cfcf7f3db6e34a93a3a79ab6b915920e,port,0,5,0
cfcf7f3db6e34a93a3a79ab6b915920e,security_group,0,2,0
d00c4471fe5945f69795d50f7f32981e,network,0,1,0
d00c4471fe5945f69795d50f7f32981e,port,0,17,0
d00c4471fe5945f69795d50f7f32981e,security_group,0,3,0
d03996cf7bdd4a89bec9accd4b12f1d0,port,1,1,0
d03996cf7bdd4a89bec9accd4b12f1d0,security_group,0,2,0
d0b7612cf9ea47dfb5bdb44106e2975a,port,0,1,0
d0b7612cf9ea47dfb5bdb44106e2975a,security_group,1,14,0
d0ebc85936794a30b65bb6dae5687404,port,0,1,0
d11f5a2bb3434dbd8a6fda253ece42c9,port,0,1,0
d1bc0ea61ed54e75bf7ed4f96cf9206b,port,0,1,0
d1bc0ea61ed54e75bf7ed4f96cf9206b,security_group,0,2,0
d1f6265b0a204448baba3db8ca0db737,port,0,1,0
d1fe1eee802541b8bd5ed61cd3a05d77,port,0,11,0
d1fe1eee802541b8bd5ed61cd3a05d77,security_group,0,4,0
d203c74dd2b6429cb82a8d212f1b5c3e,port,1,1,0
d2590cbb0df4474f9b5078f08aa9747b,port,0,1,0
d2c598eeab2f449789fb4e0f62ec3ba0,port,0,1,0
d2c598eeab2f449789fb4e0f62ec3ba0,security_group,0,1,0
d2d8e4b248ad46798c20fc87fcce18cc,port,0,0,0
d2d8e4b248ad46798c20fc87fcce18cc,security_group,0,2,0
d34d8daa4ef34b54b775c09b088b694c,port,1,1,0
d3ac3958f14941cdb205e76ba43bbe49,port,1,496,0
d3e4c40bd306445faab49869baeac23f,port,0,1,0
d5887511cea94a63866cb502342ffe3d,port,0,1,0
d5887511cea94a63866cb502342ffe3d,security_group,0,2,0
d5dea416238445dfa979e3abb838d4af,port,0,1,0
d5dea416238445dfa979e3abb838d4af,security_group,0,1,0
d6be534c9c1042c9892e8c0adaa851f3,port,0,1,0
d6be534c9c1042c9892e8c0adaa851f3,security_group,0,2,0
d6d9b079e28d4cf29d5aebac75016918,port,0,1,0
d6d9b079e28d4cf29d5aebac75016918,security_group,0,4,0
d6fd1f13e7374f028e29b318b0512746,port,1,1,0
d7d16dd7c387425b80c001832884b6de,port,0,34,0
d7d16dd7c387425b80c001832884b6de,security_group,0,5,0
d89369016b304fc08ec8b12a772e7505,port,0,1,0
d89369016b304fc08ec8b12a772e7505,security_group,0,1,0
d95e2f84652945da8f97e02879ce8ff0,port,0,1,0
d9ac1340bfd045f88ecef4cde2d459fa,port,0,2,0
da113cfb338e44f7848e2e2823139e36,port,1,1,0
da113cfb338e44f7848e2e2823139e36,security_group,0,2,0
da2cdad81c0144b188e73757b2cbddc9,port,0,1,0
da2cdad81c0144b188e73757b2cbddc9,security_group,0,1,0
da4266d0e4f24017b0dc114ea64ad422,port,0,7,0
da4266d0e4f24017b0dc114ea64ad422,security_group,0,1,0
daa18fdafdf04b5eac18e04aa19ee214,network,0,1,0
daa18fdafdf04b5eac18e04aa19ee214,port,0,2,0
daa18fdafdf04b5eac18e04aa19ee214,security_group,0,2,0
daa18fdafdf04b5eac18e04aa19ee214,subnet,0,2,0
db2eed6127444168be1318288a3078a4,port,0,7,0
db2eed6127444168be1318288a3078a4,security_group,0,13,0
dba6cc0fec6845a58f4dd5e84ef8dca5,port,0,34,0
dba6cc0fec6845a58f4dd5e84ef8dca5,security_group,0,10,0
dbc6838fb280431eac8bfb1e64bef16c,port,0,1,0
dbd2f851604b4448ae508853ea554769,port,1,1,0
dbd2f851604b4448ae508853ea554769,security_group,0,1,0
dd6e3c2cf174467585c0c238d88165cb,port,0,2,0
dd6e3c2cf174467585c0c238d88165cb,security_group,0,1,0
de0d86c73e964a7287420a88a7c1d0f5,port,1,4,0
de0d86c73e964a7287420a88a7c1d0f5,security_group,0,2,0
de16fd9cf0394262a8416d2d145a80bd,port,0,1,0
de16fd9cf0394262a8416d2d145a80bd,security_group,0,2,0
df1b3a4132824819ac65e036ca495b6c,port,0,1,0
df1b3a4132824819ac65e036ca495b6c,security_group,0,2,0
df4ca50218b54171a83464a67dd8ec78,port,1,3,0
df4ca50218b54171a83464a67dd8ec78,security_group,0,2,0
dfa1113aa2134a47808b05faf41fcf5e,port,0,1,0
dfa1113aa2134a47808b05faf41fcf5e,security_group,0,1,0
e01f8a7cd74e477d96c9e9157ea07343,port,1,1,0
e0ebfc33088045c98a09baefa46b3f7c,port,0,1,0
e0ebfc33088045c98a09baefa46b3f7c,security_group,0,3,0
e1146e1d32c74da5a327ede53de51d84,port,0,1,0
e1146e1d32c74da5a327ede53de51d84,security_group,0,2,0
e16c97a4c56c430d9c1c87d4f465e045,port,1,17,0
e16c97a4c56c430d9c1c87d4f465e045,security_group,0,3,0
e326388bbe5a4ae7a9facfe59e8295c2,port,0,1,0
e326388bbe5a4ae7a9facfe59e8295c2,security_group,0,4,0
e35252bd62054360b6662052e960cf81,port,0,2,0
e3fb2659584e436a832461dac02835f0,floatingip,0,8,0
e3fb2659584e436a832461dac02835f0,port,0,64,0
e3fb2659584e436a832461dac02835f0,router,0,0,0
e3fb2659584e436a832461dac02835f0,security_group,0,31,0
e3fb2659584e436a832461dac02835f0,security_group_rule,1,110,0
e45d5b237eae495c823f7c91c48ac0df,port,1,29,0
e45d5b237eae495c823f7c91c48ac0df,security_group,0,2,0
e54b2b9458b14d5d84cd7f76c541cd56,port,0,5,0
e590219106c24594af84d2a4ff5916aa,port,0,3,0
e699f9ecfe644d78b415bec6330c78c8,port,1,2,0
e699f9ecfe644d78b415bec6330c78c8,security_group,0,1,0
e6ef0f87a97247bda8cd853a782a60ff,port,0,2,0
e6ef0f87a97247bda8cd853a782a60ff,security_group,0,8,0
e7e8e8eca25741c8abc96fc07a103b94,port,1,45,0
e7e8e8eca25741c8abc96fc07a103b94,security_group,0,2,0
e848c8a619604dc1877ae14c080e8693,port,0,1,0
e848c8a619604dc1877ae14c080e8693,security_group,0,2,0
e8657f49e72c48bfb3faa84400701cb3,port,0,1,0
e8657f49e72c48bfb3faa84400701cb3,security_group,0,1,0
e8dcec2b9a1b425a8b855f903a1dc02b,port,0,1,0
e8fa7c20e65e4b38b51d43f97ea35f6d,network,0,0,0
e8fa7c20e65e4b38b51d43f97ea35f6d,port,0,8,0
e8fa7c20e65e4b38b51d43f97ea35f6d,router,0,0,0
e8fa7c20e65e4b38b51d43f97ea35f6d,security_group,0,11,0
e8fa7c20e65e4b38b51d43f97ea35f6d,subnet,0,0,0
e9d59c77440a43c7b0dcb1224ff431c5,port,0,1,0
e9d59c77440a43c7b0dcb1224ff431c5,security_group,0,1,0
ecda34f53cfe4059bbb39a8adb33ce79,port,0,1,0
ecda34f53cfe4059bbb39a8adb33ce79,security_group,0,2,0
ed0657d36bec40fc9be180bd208af558,port,0,1,0
ed557b91faa94b2193b08fb9e4ff6cee,port,1,1,0
eed3a2ef6da84345b3b9cf5e1740f352,port,1,1,0
eed3a2ef6da84345b3b9cf5e1740f352,security_group,0,1,0
ef8955ec2c454cb8bdd1c5d0ffbc0099,port,0,1,0
ef8955ec2c454cb8bdd1c5d0ffbc0099,security_group,0,2,0
f06795469c3a4041b92976e17e0d74e1,port,0,1,0
f09df3f988454a509dbd29b754d121a1,port,0,1,0
f0ae1d7c6f7b4417b2c9c4c82933ebd5,port,0,2,0
f0ae1d7c6f7b4417b2c9c4c82933ebd5,security_group,0,2,0
f2ea8ac453af48af8480b9aff3cc8992,port,0,1,0
f2ea8ac453af48af8480b9aff3cc8992,security_group,0,2,0
f3f93e6514984329abbb4b431e9be5fb,port,0,1,0
f3f93e6514984329abbb4b431e9be5fb,security_group,0,1,0
f4f548f40118444bb8bf9bfcd398209c,port,0,1,0
f51ad6a9383b49c4b2667757d7376ce2,port,0,1,0
f51ad6a9383b49c4b2667757d7376ce2,security_group,0,1,0
f63e242eb75346d4bab1d9e09ce160af,port,0,1,0
f63e242eb75346d4bab1d9e09ce160af,security_group,0,3,0
f7439317c4dc49d594189e65f885a887,port,0,1,0
f7439317c4dc49d594189e65f885a887,security_group,0,2,0
f844c1ecfcef45f8bfb12ea3e63f02e2,port,1,1,0
f844c1ecfcef45f8bfb12ea3e63f02e2,security_group,0,1,0
f88233491c334ecbb82f58fb90219898,port,1,1,0
f8acc8fe54054e1d958b0f1eead51ee9,port,0,1,0
f8acc8fe54054e1d958b0f1eead51ee9,security_group,0,2,0
f9b53c11ef34429fb2e57fb3a66a18c3,port,0,2,0
fab98a79c65a47a99d23492c39315927,network,0,3,0
fab98a79c65a47a99d23492c39315927,port,1,6,0
fab98a79c65a47a99d23492c39315927,router,0,2,0
fab98a79c65a47a99d23492c39315927,security_group,0,3,0
fab98a79c65a47a99d23492c39315927,subnet,0,4,0
fc1b446cad9e4849a41f9160664e3781,port,0,7,0
fc824182e33541ca85d834b06d3d0772,port,0,2,0
fc824182e33541ca85d834b06d3d0772,security_group,0,2,0
fd782b80655c4795aaba6ea5d4e844cc,port,0,0,0
fd782b80655c4795aaba6ea5d4e844cc,security_group,0,1,0
fd7ef18719204505a2c1967e96a95b6c,port,0,1,0
fd7ef18719204505a2c1967e96a95b6c,security_group,0,1,0
fe451fd0d7224ccb85592a2bf8ebe366,port,1,40,0
fe451fd0d7224ccb85592a2bf8ebe366,security_group,0,1,0
ffa0e5fc492e4b4290bb9e2757850411,network,0,0,0
ffa0e5fc492e4b4290bb9e2757850411,port,1,3,0
ffa0e5fc492e4b4290bb9e2757850411,security_group,0,2,0
