ID,Gene,FoldChange.phos,pval.phos,logp.phos,logfdr.phos,signedlogp.phos,FDR.phos,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
ATN1-S896,ATN1,0.0958,0.651653639,0.185983175,0.012571407,0.185983175,0.971468209,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T630,ATN1,0.0245,0.665902566,0.176589312,0.011520152,0.176589312,0.973822596,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T651,ATN1,-0.006965,0.660111294,0.180382837,0.012071578,-0.180382837,0.972586914,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T653,ATN1,-0.01375,0.468840074,0.328975274,0.034466212,-0.328975274,0.92370605,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T669,ATN1,0.2267,0.340012397,0.468505248,0.055938692,0.468505248,0.879146614,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T676,ATN1,-0.029,0.973200561,0.01179765,0,-0.01179765,1,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T736,ATN1,-0.202866,0.114285714,0.942008053,0.138681417,-0.942008053,0.726638798,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-T84,ATN1,-0.069,0.797202797,0.098431186,0.00409785,-0.098431186,0.990608728,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATN1-Y657,ATN1,-0.0419,0.444715097,0.351918127,0.03931881,-0.351918127,0.913442449,-0.16,0.769652871,0.113705106,-0.113705106,0.894698431
ATOX1-S47,ATOX1,-0.062,0.918181818,0.037071311,0,-0.037071311,1,0.01,0.65865292,0.181343379,0.181343379,0.832349878
ATP11A-S738,ATP11A,-0.0345,0.874875125,0.058053931,0,-0.058053931,1,-0.075,0.62667524,0.202957464,-0.202957464,0.813518292
ATP11A-S740,ATP11A,-0.48265,0.095985909,1.01779252,0.146574089,-1.01779252,0.713552465,-0.075,0.62667524,0.202957464,-0.202957464,0.813518292
ATP11B-S1154,ATP11B,-0.1377,0.533607668,0.272777938,0.027780157,-0.272777938,0.938036728,-0.05,0.207409829,0.683170667,-0.683170667,0.467889899
ATP11C-S1108,ATP11C,0.0963,0.450668475,0.34614282,0.037705954,0.34614282,0.916841041,0.055,0.193463849,0.713400176,0.713400176,0.448922106
ATP11C-S445,ATP11C,0.066,6.48E-01,0.18851286,0.013117192,0.18851286,0.970248116,0.055,0.193463849,0.713400176,0.713400176,0.448922106
ATP13A1-S899,ATP13A1,-0.25645,0.037155653,1.429975097,0.231983528,-1.429975097,0.586160396,0.105,0.325712558,0.487165496,0.487165496,0.595978715
ATP13A1-S935,ATP13A1,0.007,1,9.64E-17,0,9.64E-17,1,0.105,0.325712558,0.487165496,0.487165496,0.595978715
ATP13A1-T645,ATP13A1,-0.636,0.679648654,0.167715539,0.011356753,-0.167715539,0.974189057,0.105,0.325712558,0.487165496,0.487165496,0.595978715
ATP13A1-T946,ATP13A1,0.45715,0.109090909,0.962211439,0.138681417,0.962211439,0.726638798,0.105,0.325712558,0.487165496,0.487165496,0.595978715
ATP13A3-S107,ATP13A3,-0.0301,0.534965035,0.271674602,0.027780157,-0.271674602,0.938036728,0.29,0.040376317,1.393873302,1.393873302,0.193037563
ATP13A3-S817,ATP13A3,0.2224,7.73E-01,0.111676586,0.00546748,0.111676586,0.987489576,0.29,0.040376317,1.393873302,1.393873302,0.193037563
ATP13A3-S98,ATP13A3,0.2012315,0.180891011,0.742583015,0.099449373,0.742583015,0.795335974,0.29,0.040376317,1.393873302,1.393873302,0.193037563
ATP1A1-S16,ATP1A1,0.1836,0.445317584,0.351330156,0.039283144,0.351330156,0.913517468,-0.23,0.318463881,0.496939817,-0.496939817,0.588506843
ATP1A1-S499,ATP1A1,0.09954,0.933333333,0.029963223,0,0.029963223,1,-0.23,0.318463881,0.496939817,-0.496939817,0.588506843
ATP1A1-S653,ATP1A1,-0.1348,0.249489882,0.602947062,0.076969122,-0.602947062,0.837588832,-0.23,0.318463881,0.496939817,-0.496939817,0.588506843
ATP1A1-Y260,ATP1A1,0.19415,0.393504357,0.405050454,0.04528596,0.405050454,0.900977695,-0.23,0.318463881,0.496939817,-0.496939817,0.588506843
ATP1A1-Y55,ATP1A1,-0.2965,0.739613328,0.130995271,0.008821351,-0.130995271,0.979892986,-0.23,0.318463881,0.496939817,-0.496939817,0.588506843
ATP1B3-S8,ATP1B3,-0.0835,0.623481162,0.205176664,0.016853886,-0.205176664,0.961935858,-0.095,0.612651752,0.21278632,-0.21278632,0.804282081
ATP2A2-S663,ATP2A2,-0.0562,0.973380867,0.011717194,0,-0.011717194,1,0.115,0.245406706,0.610113574,0.610113574,0.514851894
ATP2B1-S1127,ATP2B1,0.0864,0.798593958,0.09767398,0.00409785,0.09767398,0.990608728,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-S1140,ATP2B1,0.101,0.466071696,0.33154727,0.034507404,0.33154727,0.923618442,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-S1155,ATP2B1,0.1506935,0.574927353,0.240387029,0.02333714,0.240387029,0.947682498,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-S1177,ATP2B1,0.0839,0.5823976,0.234780423,0.021676602,0.234780423,0.951312927,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-S1178,ATP2B1,0.1494425,0.948557302,0.022936428,0,0.022936428,1,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-S1182,ATP2B1,-0.041,0.862098884,0.064442917,0,-0.064442917,1,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-S1211,ATP2B1,-0.365,1,0,0,0,1,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-T1165,ATP2B1,0.044,0.774193998,0.1111502,0.00546748,0.1111502,0.987489576,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B1-Y1129,ATP2B1,0.773,0.527272727,0.277964692,0.028118223,0.277964692,0.93730682,0.2,0.086813976,1.061410355,1.061410355,0.293230932
ATP2B2-S1211,ATP2B2,0.0723,0.955089355,0.019955995,0,0.019955995,1,0.275,0.948556763,0.022936675,0.022936675,0.97939577
ATP2B2-S1234,ATP2B2,-0.365,1,0,0,0,1,0.275,0.948556763,0.022936675,0.022936675,0.97939577
ATP2B4-S1126,ATP2B4,0.0869,0.658999497,0.181114917,0.012071578,0.181114917,0.972586914,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S1194,ATP2B4,-1.091332,0.113944879,0.94330519,0.138681417,-0.94330519,0.726638798,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S1196,ATP2B4,0.52185,0.85283913,0.069132882,4.57E-04,0.069132882,0.998948497,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S1197,ATP2B4,0.16475,0.521855776,0.282449505,0.028427649,0.282449505,0.936639245,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S1200,ATP2B4,0.4808,0.36423562,0.438617585,0.05129064,0.438617585,0.888606244,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S1204,ATP2B4,0.463,0.300796455,0.521727286,0.063741655,0.521727286,0.863492054,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S13,ATP2B4,-0.024,0.289703304,0.538046552,0.066894298,-0.538046552,0.857246463,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-S328,ATP2B4,0.04607,0.702351149,0.153445703,0.010867621,0.153445703,0.975286874,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-T1145,ATP2B4,0.3892,0.23976024,0.620222836,0.081229849,0.620222836,0.829411688,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-T1203,ATP2B4,0.08935,0.984645362,0.00672016,0,0.00672016,1,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP2B4-Y1176,ATP2B4,-0.2535,0.826923077,0.082534888,0.001837346,-0.082534888,0.995778291,-0.015,0.827122493,0.082430169,-0.082430169,0.924544113
ATP5F1A-S52,ATP5F1A,-0.6069,0.222222222,0.653212514,0.087057326,-0.653212514,0.81835676,0.14,0.075570662,1.121646773,1.121646773,0.272270144
ATP5F1A-T48,ATP5F1A,0.02641,1.00E+00,0,0,0,1,0.14,0.075570662,1.121646773,1.121646773,0.272270144
ATP5F1B-S415,ATP5F1B,0.1515,0.296507422,0.527964431,0.064879725,0.527964431,0.861232231,0.31,0.009031015,2.044263413,2.044263413,0.083764233
ATP5F1C-S146,ATP5F1C,0.53075,0.001820233,2.739872975,0.57948602,2.739872975,0.263338271,0.085,0.850394898,0.070379354,0.070379354,0.93603499
ATP5IF1-S63,ATP5IF1,0.2115,0.569290874,0.244665778,0.023853396,0.244665778,0.946556634,0.295,0.003689221,2.43306534,2.43306534,0.051878928
ATP5PO-S155,ATP5PO,0.2441,0.263486513,0.579241609,0.073189456,0.579241609,0.844910182,0.22,0.034900037,1.457174115,1.457174115,0.177707783
ATP6V0A2-S695,ATP6V0A2,0.1267,0.451651959,0.345196102,0.037287129,0.345196102,0.917725652,-0.09,0.379561937,0.420717346,-0.420717346,0.639144331
ATP6V0A2-S700,ATP6V0A2,0.2693,0.061687289,1.209804313,0.18865415,1.209804313,0.647658173,-0.09,0.379561937,0.420717346,-0.420717346,0.639144331
ATP6V0A2-S704,ATP6V0A2,-0.39605,0.064431206,1.190903742,0.184332747,-1.190903742,0.654134799,-0.09,0.379561937,0.420717346,-0.420717346,0.639144331
ATP6V1C2-S166,ATP6V1C2,0.3965,0.457163626,0.339928332,0.036430503,0.339928332,0.919537609,0.88,0.235560795,0.627896989,0.627896989,0.502451759
ATP6V1G1-S65,ATP6V1G1,0.2048495,0.885714286,0.052706351,0,0.052706351,1,-0.1,0.169139737,0.77175435,-0.77175435,0.419296818
ATP6V1G1-S68,ATP6V1G1,0.46425,0.33006993,0.481394039,0.057213293,0.481394039,0.876570209,-0.1,0.169139737,0.77175435,-0.77175435,0.419296818
ATP7A-S1432,ATP7A,0.07839,0.428571429,0.367976785,0.041878143,0.367976785,0.908075288,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1444,ATP7A,0.07839,0.428571429,0.367976785,0.041878143,0.367976785,0.908075288,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1460,ATP7A,-0.0125,0.64167996,0.192681523,0.013698981,-0.192681523,0.968949222,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1463,ATP7A,-0.182525,0.106755823,0.971608425,0.138681417,-0.971608425,0.726638798,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1466,ATP7A,0,0.399439416,0.398549082,0.044548424,0,0.902509072,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1469,ATP7A,0.0545,0.764245899,0.116766883,0.006317726,0.116766883,0.985558195,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1473,ATP7A,0.0696,0.996040161,0.00172315,0,0.00172315,1,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1476,ATP7A,-0.1205,0.873847401,0.058564401,0,-0.058564401,1,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S1486,ATP7A,-0.115,1,0,0,0,1,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S270,ATP7A,-0.1405,0.157084713,0.803866077,0.110345543,-0.803866077,0.775629747,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S277,ATP7A,-0.23396,0.274813484,0.560961962,0.069708392,-0.560961962,0.851709729,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S355,ATP7A,0.2092,0.547643619,0.261501968,0.026476947,0.261501968,0.940855771,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S357,ATP7A,-0.0535,0.089633284,1.04753069,0.152247011,-1.04753069,0.704292379,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S359,ATP7A,-0.15895,0.731067559,0.136042488,0.00953154,-0.136042488,0.978291906,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S362,ATP7A,0.0435,1,0,0,0,1,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-S427,ATP7A,-0.22473,0.422041505,0.374644837,0.042864358,-0.374644837,0.90601553,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-T152,ATP7A,0.111325,0.627384216,0.202466412,0.015934998,0.202466412,0.963973292,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-T274,ATP7A,0.059,0.561481607,0.250664466,0.025114637,0.250664466,0.943811713,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-T278,ATP7A,-0.05537,0.699300699,0.155336037,0.011048697,-0.155336037,0.974880318,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-T327,ATP7A,-0.07335,0.253680207,0.595713416,0.074575572,-0.595713416,0.842217823,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-T354,ATP7A,-0.294,0.127858692,0.893269743,0.127056836,-0.893269743,0.746351078,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7A-T476,ATP7A,0.1085,0.910304688,0.040813221,0,0.040813221,1,-0.23,0.006725264,2.172290679,-2.172290679,0.07140574
ATP7B-S1398,ATP7B,0.126225,0.493643611,0.306586479,0.033607463,0.306586479,0.92553434,0.965,9.20E-05,4.036400592,4.036400592,0.006589088
ATP7B-T1396,ATP7B,0.141575,0.222222222,0.653212514,0.087057326,0.653212514,0.81835676,0.965,9.20E-05,4.036400592,4.036400592,0.006589088
ATP8A1-S1126,ATP8A1,-0.0367,0.671876113,0.172710799,0.011356753,-0.172710799,0.974189057,-0.05,0.8855469,0.052788433,-0.052788433,0.951013655
ATP8A1-S25,ATP8A1,-0.373,0.022177367,1.654090015,0.282608338,-1.654090015,0.521664955,-0.05,0.8855469,0.052788433,-0.052788433,0.951013655
ATP8A1-S29,ATP8A1,-0.09742,0.094671054,1.023782787,0.147536987,-1.023782787,0.711972162,-0.05,0.8855469,0.052788433,-0.052788433,0.951013655
ATP8A1-T28,ATP8A1,-0.373,0.022177367,1.654090015,0.282608338,-1.654090015,0.521664955,-0.05,0.8855469,0.052788433,-0.052788433,0.951013655
ATP8B1-S1207,ATP8B1,0.3575,0.044910505,1.347652065,0.218137232,1.347652065,0.605149625,0.16,0.055376931,1.256671118,1.256671118,0.228354944
ATP8B1-S25,ATP8B1,0.47835,0.167973392,0.774759509,0.103482309,0.774759509,0.787984529,0.16,0.055376931,1.256671118,1.256671118,0.228354944
ATP8B1-T29,ATP8B1,0.3525,0.129851794,0.886552046,0.126561197,0.886552046,0.747203338,0.16,0.055376931,1.256671118,1.256671118,0.228354944
ATP8B2-S1183,ATP8B2,-0.2135,0.297129187,0.527054686,0.064879725,-0.527054686,0.861232231,-0.37,0.06131379,1.212441836,-1.212441836,0.241537145
ATP8B2-S1184,ATP8B2,-0.117,1,0,0,0,1,-0.37,0.06131379,1.212441836,-1.212441836,0.241537145
ATP8B2-S1207,ATP8B2,0.178,0.438945655,0.357589245,0.039616349,0.357589245,0.912816855,-0.37,0.06131379,1.212441836,-1.212441836,0.241537145
ATPAF1-S63,ATPAF1,-0.2155,0.645098039,0.190374278,0.013365919,-0.190374278,0.969692599,0.095,0.220178826,0.657224448,0.657224448,0.483539725
ATR-S435,ATR,-0.1428,0.802264334,0.095682515,0.003805501,-0.095682515,0.99127579,-0.055,0.468608126,0.329190184,-0.329190184,0.712830477
ATR-S436,ATR,-0.3667,0.281181928,0.551012595,0.068249999,-0.551012595,0.85457464,-0.055,0.468608126,0.329190184,-0.329190184,0.712830477
ATR-T1989,ATR,0.2598,0.271980349,0.565462473,0.070336524,0.565462473,0.850478767,-0.055,0.468608126,0.329190184,-0.329190184,0.712830477
ATRIP-S224,ATRIP,0.35865,0.329870594,0.481656397,0.057213293,0.481656397,0.876570209,0.34,0.001920265,2.71663892,2.71663892,0.035700446
ATRIP-S239,ATRIP,0.314,0.989145306,0.004739906,0,0.004739906,1,0.34,0.001920265,2.71663892,2.71663892,0.035700446
ATRIP-S278,ATRIP,0.73345,1.14E-01,0.942008053,0.138681417,0.942008053,0.726638798,0.34,0.001920265,2.71663892,2.71663892,0.035700446
ATRIP-S38,ATRIP,0.47,0.23030303,0.637700348,0.083941878,0.637700348,0.824248418,0.34,0.001920265,2.71663892,2.71663892,0.035700446
ATRIP-S512,ATRIP,0.1996,0.69047619,0.160851292,0.011356753,0.160851292,0.974189057,0.34,0.001920265,2.71663892,2.71663892,0.035700446
ATRIP-S518,ATRIP,-0.088,1,0,0,0,1,0.34,0.001920265,2.71663892,2.71663892,0.035700446
ATRN-S385,ATRN,-0.2434,0.435120435,0.36139052,0.039623479,-0.36139052,0.912801871,-0.075,0.330549614,0.480763346,-0.480763346,0.600455512
ATRX-S1012,ATRX,-0.1379,0.508854704,0.293406206,0.030602297,-0.293406206,0.931960923,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1013,ATRX,-0.10255,0.99291382,0.003088444,0,-0.003088444,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1061,ATRX,0.151925,0.713426758,0.146650606,0.009551748,0.146650606,0.978246386,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1067,ATRX,-0.0812,0.25373155,0.595625527,0.074575572,-0.595625527,0.842217823,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1073,ATRX,-0.254,0.209325417,0.679178035,0.089090125,-0.679178035,0.814535233,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1076,ATRX,-0.1478275,0.17924307,0.746557626,0.099555474,-0.746557626,0.795141693,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1077,ATRX,-0.1385,0.365556426,0.437045577,0.051164229,-0.437045577,0.888864928,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S108,ATRX,-0.1676,0.367224504,0.435068347,0.051164229,-0.435068347,0.888864928,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1108,ATRX,0.01984,0.602890407,0.219761626,0.018881151,0.219761626,0.957456052,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1109,ATRX,-0.471,0.368409325,0.433669385,0.051164229,-0.433669385,0.888864928,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1110,ATRX,-0.41995,0.343932549,0.463526721,0.055782662,-0.463526721,0.879462523,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S112,ATRX,0.0488,0.764392011,0.116683861,0.00630199,0.116683861,0.985593907,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1156,ATRX,-0.3168,0.300796455,0.521727286,0.063741655,-0.521727286,0.863492054,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1162,ATRX,-0.0866,1,0,0,0,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1237,ATRX,0.2992,0.015942709,1.797437886,0.316885933,1.797437886,0.482074397,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1244,ATRX,0.153,0.485714286,0.313619123,0.034466212,0.313619123,0.92370605,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1245,ATRX,0.13775,0.868269475,0.061345467,0,0.061345467,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1253,ATRX,-0.0225,0.710998476,0.14813133,0.009935078,-0.14813133,0.977383316,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1286,ATRX,-0.6114,0.153029633,0.815224464,0.112821988,-0.815224464,0.771219517,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1291,ATRX,-0.09965,0.928050018,0.032428617,0,-0.032428617,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1292,ATRX,-0.38225,0.731148334,0.135994506,0.00953154,-0.135994506,0.978291906,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1322,ATRX,0.332,0.212231192,0.673190786,0.088840027,0.673190786,0.815004437,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1324,ATRX,0.2685,5.53E-02,1.256888888,0.201633565,1.256888888,0.628588506,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1326,ATRX,0.2698,0.043922243,1.357315487,0.220107597,1.357315487,0.60241032,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1328,ATRX,0.45017,0.072677323,1.13860108,0.173975301,1.13860108,0.669922708,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1348,ATRX,0.02495,0.353373637,0.451765853,0.054523447,0.451765853,0.882016182,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1352,ATRX,-0.014,0.885560023,0.052781997,0,-0.052781997,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1442,ATRX,0.748,0.53030303,0.275475891,0.027780157,0.275475891,0.938036728,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1990,ATRX,0.314125,0.761904762,0.118099312,0.006863852,0.118099312,0.984319634,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1991,ATRX,0.046375,0.63568116,0.196760659,0.01495912,0.196760659,0.966141817,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1992,ATRX,0.0719,0.762088389,0.117994655,0.006863852,0.117994655,0.984319634,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1995,ATRX,0.2445,0.254523564,0.594272004,0.074575572,0.594272004,0.842217823,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S1996,ATRX,0.08112475,0.401619202,0.396185531,0.044548424,0.396185531,0.902509072,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S210,ATRX,-0.03184,0.367968939,0.43418884,0.051164229,-0.43418884,0.888864928,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S213,ATRX,-0.298855,0.194570136,0.710923818,0.09426151,-0.710923818,0.80489363,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S2379,ATRX,0.8809,0.15664577,0.805081328,0.110345543,0.805081328,0.775629747,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S25,ATRX,0.05515,0.822319646,0.084959334,0.00202153,0.084959334,0.995356072,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S26,ATRX,0.07485,0.551005769,0.258843854,0.026476947,0.258843854,0.940855771,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S29,ATRX,0.08605,0.122334127,0.912452372,0.13193765,0.912452372,0.738010175,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S316,ATRX,0.039655,0.96225833,0.016708321,0,0.016708321,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S33,ATRX,0.08715,0.628205128,0.201898523,0.015934998,0.201898523,0.963973292,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S34,ATRX,0.0078,0.691184607,0.160405942,0.011259124,0.160405942,0.974408079,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S52,ATRX,-0.06055,0.263785051,0.578749819,0.073189456,-0.578749819,0.844910182,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S54,ATRX,-0.0612,0.522108769,0.282239013,0.028393028,-0.282239013,0.936713915,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S594,ATRX,0.0566,5.87E-01,0.231128898,0.02041022,0.231128898,0.954090957,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S598,ATRX,-0.10025,0.672949117,0.172017772,0.011356753,-0.172017772,0.974189057,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S634,ATRX,-0.397,0.08974359,1.046996563,0.151990455,-1.046996563,0.704708557,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S675,ATRX,0.022185,0.936707509,0.028395998,0,0.028395998,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S677,ATRX,-0.089125,0.823275883,0.084454606,0.00202153,-0.084454606,0.995356072,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S703,ATRX,0.03942,0.641718643,0.192655344,0.013686211,0.192655344,0.968977715,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S704,ATRX,0.07686,0.735753673,0.133267561,0.009255436,0.133267561,0.978914054,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S706,ATRX,0.017655,0.729022684,0.137258958,0.00953154,0.137258958,0.978291906,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S729,ATRX,0.16855,0.581713367,0.235290956,0.021771872,0.235290956,0.951104262,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S731,ATRX,-0.117,0.996040182,0.001723141,0,-0.001723141,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S783,ATRX,0.182,0.801033749,0.096349186,0.003918903,0.096349186,0.991016982,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S784,ATRX,-0.0195905,0.952508815,0.021130997,0,-0.021130997,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S786,ATRX,0.0218,0.760547478,0.118873669,0.006863852,0.118873669,0.984319634,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S788,ATRX,-0.09015525,0.539083127,0.268344261,0.027022288,-0.268344261,0.939675085,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S812,ATRX,0.35575,0.00436786,2.359731337,0.45760732,2.359731337,0.348652417,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S814,ATRX,-0.0026,0.90416125,0.04375411,0,-0.04375411,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S815,ATRX,0.18335,0.080093551,1.096402452,0.163837388,1.096402452,0.685744941,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S819,ATRX,-0.006605,0.470910812,0.327061338,0.034466212,-0.327061338,0.92370605,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S84,ATRX,-0.225275,0.144119708,0.841276627,0.116119331,-0.841276627,0.765386274,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S849,ATRX,0.02257,0.661151942,0.179698722,0.012071578,0.179698722,0.972586914,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S850,ATRX,0.0425,0.869439724,0.060760521,0,0.060760521,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S856,ATRX,0.2807,1,0,0,0,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S875,ATRX,0.16275,0.665162294,0.177072378,0.011520152,0.177072378,0.973822596,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S876,ATRX,0.1056,0.877726407,0.056640835,0,0.056640835,1,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S889,ATRX,-0.07785,0.330718699,0.480541249,0.057207895,-0.480541249,0.876581105,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S890,ATRX,0.088,0.669997614,0.173926744,0.011356753,0.173926744,0.974189057,0.12,0.521953383,0.282368283,0.282368283,0.750517953
ATRX-S92,ATRX,-0.10605,0.502857292,0.298555248,0.032066889,-0.298555248,0.928823321,0.12,0.521953383,0.282368283,0.282368283,0.750517953
