idx,Log2_variant_per_Mbp,mutation_classification,APP_Z_score,APP_classification,Immune_cluster,Activated_B_cell,Activated_CD4_T_cell,Activated_CD8_T_cell,Central_memory_CD4_T_cell,Central_memory_CD8_T_cell,Effector_memeory_CD4_T_cell,Effector_memeory_CD8_T_cell,Gamma_delta_T_cell,Immature__B_cell,Memory_B_cell,Regulatory_T_cell,T_follicular_helper_cell,Type_1_T_helper_cell,Type_17_T_helper_cell,Type_2_T_helper_cell,Activated_dendritic_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,Eosinophil,Immature_dendritic_cell,Macrophage,Mast_cell,MDSC,Monocyte,Natural_killer_cell,Natural_killer_T_cell,Neutrophil,Plasmacytoid_dendritic_cell
S071,1.121990524,MB_L,-0.695359768,APP_L,MB_L_APP_L,-0.177666079,0.308671959,0.111760595,0.455476323,0.285326815,0.211658268,0.185937118,0.278587274,0.069978838,0.20468785,0.196368243,0.1427822,0.093320808,-0.01270571,0.25329298,0.202141545,0.26464431,0.265583558,-0.010128742,0.374530639,0.015424329,0.023085464,0.186988604,0.401892948,0.322516259,0.127772182,-0.23804198,0.403771982
S072,1.277478143,MB_L,1.011523705,APP_H,MB_L_APP_H,-0.089051972,0.347159223,0.15767016,0.495269648,0.353890083,0.258527127,0.319939479,0.3227887,0.143065496,0.191898451,0.345215364,0.199618645,0.239828545,0.057292413,0.253842567,0.266490344,0.228358008,0.420734981,-0.103500827,0.374006651,0.079041835,-0.005944024,0.306211037,0.413638255,0.410117079,0.139898155,-0.16965845,0.428380025
S073,4.103661326,MB_H,-1.30834431,APP_L,MB_H_APP_L,-0.249021985,0.380480528,0.010266803,0.406272173,0.269976976,0.228082842,0.220884818,0.265442603,-0.048584178,0.16506237,0.113695957,0.06860168,0.095199611,-0.016775171,0.287802792,0.173536348,0.27030162,0.31793057,-0.057867053,0.416513619,-0.030067122,0.042005713,0.174158633,0.376290912,0.25630367,0.063083732,-0.085178877,0.394553787
S074,1.037474705,MB_L,-0.134829984,APP_L,MB_L_APP_L,-0.182699111,0.182619425,0.064944511,0.477528765,0.275420887,0.170349286,0.25208901,0.240714413,0.013896694,0.222834945,0.185849332,0.160359967,0.133061552,-0.022289896,0.287781061,0.188227317,0.249803397,0.336042706,-0.004157812,0.364474235,0.020811038,0.024394858,0.140482742,0.385015899,0.357637172,0.066969787,-0.263724257,0.464734886
S075,1.277478143,MB_L,-1.252692766,APP_L,MB_L_APP_L,-0.260765883,0.097069166,-0.05194485,0.458337473,0.245992937,0.179421331,0.197354776,0.229825475,-0.011786301,0.205403339,-0.012075792,0.130221663,0.09587946,-0.027586662,0.267797898,0.145467421,0.22463634,0.33542094,-0.016312316,0.456403028,-0.0313314,-0.015814073,0.046110311,0.380565145,0.304223111,0.047079849,-0.270497252,0.461365809
S076,0.775745316,MB_L,-0.164237508,APP_L,MB_L_APP_L,-0.169339007,0.147892972,0.101212641,0.474506788,0.200973302,0.155995015,0.31432075,0.25953028,-0.048749789,0.1923258,0.125116697,0.11337862,0.162971388,0.063269691,0.233930196,0.162983151,0.30763102,0.335057415,0.013985463,0.336225909,0.03909222,-0.003661756,0.102247867,0.377381947,0.348282357,0.0103857,-0.228267277,0.47498828
S077,3.839223293,MB_H,0.210893398,APP_H,MB_H_APP_H,-0.220909525,0.354342337,0.092225185,0.439059047,0.241394859,0.23118979,0.240551458,0.2345958,-0.000672082,0.202531575,0.166565556,0.116153278,0.103459058,-0.005485764,0.212177196,0.212167133,0.273983627,0.342939419,-0.085732312,0.363523295,-0.022625284,-0.014369731,0.222970331,0.401498751,0.293583684,0.044413921,-0.182062895,0.392034429
S078,4.44863097,MB_H,-0.070554549,APP_L,MB_H_APP_L,-0.070095794,0.254993109,0.141253279,0.475690936,0.240943999,0.192459418,0.246320007,0.273185491,0.161731079,0.125245728,0.194992564,0.130608666,0.146458082,-0.015313862,0.220478281,0.230431943,0.239955391,0.396889144,-0.095567037,0.313421553,0.060621715,-0.067349631,0.223778124,0.413807237,0.355113244,0.055386031,-0.21978178,0.451916369
S079,1.732044006,MB_L,0.790292366,APP_H,MB_L_APP_H,-0.149210077,0.355088991,0.080916818,0.45744227,0.327730166,0.25107323,0.269793586,0.301030979,0.106090512,0.200772651,0.29253101,0.212610569,0.155643371,0.010224604,0.250472156,0.254269193,0.22454954,0.411742438,-0.031099949,0.38253601,0.120648962,0.071449185,0.345499826,0.404590873,0.36461059,0.098565789,-0.108952095,0.466812052
S080,0.924352909,MB_L,-0.229323055,APP_L,MB_L_APP_L,-0.193070103,0.239838581,0.06546348,0.491321064,0.296914175,0.186389544,0.233191776,0.275498989,0.032488674,0.161673327,0.167920805,0.105725605,0.111270387,0.056477627,0.213648127,0.254908413,0.224889366,0.359135626,-0.003296892,0.405757746,0.024814355,-0.058583875,0.239443586,0.419349403,0.315651032,0.038245892,-0.07914232,0.423150223
S081,3.409863787,MB_H,-1.130534719,APP_L,MB_H_APP_L,-0.236018725,0.204065787,0.016256641,0.434924731,0.182076631,0.155127155,0.173364595,0.202810766,-0.123612546,0.320803752,-0.015354863,0.085964334,0.0674487,-0.079247704,0.246529545,0.094733775,0.208927479,0.273937238,-0.115587686,0.309417353,-0.082698881,-0.087833548,0.024011189,0.375004255,0.323485637,0.007568879,-0.320652714,0.406618064
S082,1.450879273,MB_L,1.093621399,APP_H,MB_L_APP_H,0.039381246,0.435647414,0.287374896,0.546302924,0.363175571,0.278003781,0.387918084,0.30746154,0.276090905,0.265433367,0.43381635,0.274917994,0.253366416,-0.006882334,0.286879833,0.269209639,0.240355388,0.369897662,-0.034034643,0.367132971,0.133138734,0.035195774,0.401736165,0.427855897,0.433741614,0.158585136,-0.190648541,0.458358051
S083,1.545723606,MB_L,-1.866486536,APP_L,MB_L_APP_L,-0.278767781,0.14521476,-0.030811196,0.393197337,0.145088214,0.173887557,0.119216052,0.222958996,-0.130048432,0.231817005,-0.041008642,0.100060382,0.031770215,-0.063234213,0.231364781,0.113365532,0.198057698,0.315679259,-0.026606396,0.320796634,-0.076033508,-0.035000876,-0.042849975,0.388693099,0.294843125,0.016893335,-0.293609561,0.41968149
S084,1.691133088,MB_L,-0.306013901,APP_L,MB_L_APP_L,-0.189649364,0.203247014,0.055115055,0.452365864,0.274858133,0.148605544,0.226853918,0.236923008,-0.007677333,0.110757973,0.069156828,0.094265116,0.118229468,-0.025767364,0.267573514,0.185318479,0.235817758,0.348925234,-0.041419851,0.353616919,0.004534103,-0.038401932,0.173747798,0.397356929,0.318787651,0.063763291,-0.175846899,0.399668637
S085,3.981739572,MB_H,0.681325562,APP_H,MB_H_APP_H,-0.189722866,0.174149935,0.09014922,0.433904677,0.246237222,0.149669771,0.236227164,0.243373347,0.039181352,0.096370211,0.111052208,0.115459925,0.103631594,-0.090918056,0.215158023,0.200116181,0.248271299,0.383025034,-0.026017772,0.334963747,-0.028582212,-0.015660631,0.180642486,0.411997381,0.33078861,0.071794106,-0.273510136,0.422362205
S086,1.872844004,MB_L,-0.678726553,APP_L,MB_L_APP_L,-0.162288573,0.230673522,0.107169732,0.460429279,0.19396412,0.209927894,0.138983714,0.252208559,0.070685618,0.202580676,0.078594099,0.11225295,0.102149268,-0.037823084,0.179798131,0.144153483,0.201830482,0.306788104,-0.013653435,0.382598632,0.013434693,0.027377841,0.138701458,0.391347407,0.275598381,0.049075046,-0.289811447,0.395340696
S087,1.704899366,MB_L,0.580310931,APP_H,MB_L_APP_H,-0.216398596,0.11194211,0.004171907,0.40748823,0.1615261,0.115043197,0.161993276,0.194770943,-0.002887967,0.13692658,0.000999288,0.101045889,0.072278365,-0.034979457,0.142254736,0.190323835,0.2266271,0.341500532,0.099934049,0.308554265,-0.028451397,0.016068848,0.15201323,0.381529544,0.309350015,0.027120962,-0.235835259,0.413564304
S088,4.648850071,MB_H,1.181808108,APP_H,MB_H_APP_H,-0.279103499,0.165274834,0.081177503,0.453708973,0.224682993,0.16550433,0.177880057,0.251413718,-0.044364774,0.112768538,0.159341416,0.165753158,0.075529714,-0.024204739,0.123017071,0.203597241,0.264768987,0.302842957,0.056422685,0.339662317,-0.031754555,-0.042975377,0.193435215,0.384502474,0.299089049,0.091993716,-0.204584523,0.446268056
S090,1.383998466,MB_L,-1.270593818,APP_L,MB_L_APP_L,-0.236366538,0.149300348,0.055910638,0.498590777,0.265329161,0.18418962,0.25063567,0.240085362,-0.022616698,0.247539475,0.158981802,0.155337793,0.109443325,-0.046453319,0.23723331,0.16867258,0.205395199,0.301972152,-0.0474984,0.402740288,0.030737619,0.017362283,0.097554368,0.355235321,0.385104294,0.052984694,-0.320044318,0.455826052
S091,3.674088391,MB_H,0.658792785,APP_H,MB_H_APP_H,-0.242316704,0.307592343,0.070121142,0.44267183,0.23587896,0.196510692,0.196659033,0.271067665,-0.050898549,0.232644507,0.190369609,0.119779726,0.094100457,-0.039711426,0.292149646,0.14254298,0.270274268,0.32456287,-0.110066921,0.320308006,-0.023966542,-0.02494053,0.159735677,0.362091883,0.360380533,0.047657392,-0.2543518,0.398635301
S092,4.37949908,MB_H,-0.823907599,APP_L,MB_H_APP_L,-0.219151219,0.288980132,0.127743726,0.456815996,0.304610201,0.195045591,0.225003771,0.300407236,-0.010642023,0.148314604,0.221885703,0.150286723,0.169739345,0.115958773,0.252193947,0.230572216,0.265518129,0.373108973,-0.054476041,0.393546284,-0.016346406,0.040680151,0.281932496,0.42422847,0.300196724,0.076940988,-0.15877271,0.411716719
S093,1.142367912,MB_L,-0.804890534,APP_L,MB_L_APP_L,-0.197168714,0.098278573,-0.00092269,0.455814922,0.249569748,0.170636096,0.210310897,0.20335622,0.002435296,0.216574938,0.076979737,0.136429727,0.105789183,-0.026479247,0.238731759,0.133753311,0.218258481,0.342405479,-0.044318036,0.352531486,0.001108378,-0.007871784,0.092314642,0.402311238,0.321418039,0.073294429,-0.292241241,0.440135922
S094,4.42387369,MB_H,0.280634065,APP_H,MB_H_APP_H,-0.115578716,0.327466838,0.246149975,0.492822093,0.274620612,0.228340955,0.261489937,0.28930511,0.158364335,0.132459966,0.254377248,0.21176582,0.157624172,-0.043589212,0.235527694,0.25635976,0.243875441,0.367782692,-0.033411286,0.356235035,0.047581483,0.042779089,0.362513085,0.424323908,0.375622389,0.097706192,-0.266115185,0.435042714
S095,0.993284573,MB_L,-0.429615175,APP_L,MB_L_APP_L,-0.242754758,0.086357259,0.023203514,0.479542563,0.231924583,0.159167932,0.232591757,0.248572238,-0.029089411,0.175178847,0.150750966,0.130080869,0.136283973,-0.035753977,0.27035059,0.178817101,0.225720213,0.299731,-0.090118312,0.336286359,-0.014216355,-0.111318459,0.116098455,0.361180301,0.367447454,0.050005574,-0.241749944,0.424029699
S096,1.258934249,MB_L,1.194784645,APP_H,MB_L_APP_H,-0.112210216,0.294469474,0.149924754,0.469624762,0.306736066,0.227119914,0.300625533,0.269028853,0.115536693,0.242911218,0.311447015,0.207013966,0.194677076,-0.0441105,0.200716529,0.256019474,0.193227099,0.400569475,-0.023857673,0.283400953,0.041252674,-0.018404667,0.361848221,0.402479439,0.37588338,0.125995931,-0.341862889,0.434242165
S097,2.066555769,MB_L,0.804949995,APP_H,MB_L_APP_H,-0.12889789,0.369037294,0.107166131,0.49365751,0.334973015,0.256926337,0.318458954,0.319211237,0.164201466,0.204017162,0.365302004,0.185454357,0.170976072,-0.044017139,0.208095205,0.292590524,0.249665491,0.405825035,-0.054672398,0.352227083,0.041987802,0.021589772,0.377578577,0.422333172,0.364930738,0.105566449,-0.166669938,0.421427596
S098,3.341007532,MB_H,1.038722914,APP_H,MB_H_APP_H,-0.263340396,0.289517321,-0.001836128,0.423536703,0.223217226,0.204901364,0.229130029,0.227809912,-0.021456339,0.231866101,0.075873801,0.09391136,0.100982533,-0.054770044,0.269006898,0.212771379,0.259980624,0.276462504,-0.074751549,0.348434985,-0.07628152,0.042165116,0.171327559,0.355477288,0.352416142,0.044943954,-0.196066121,0.412013599
S099,6.863169791,MB_H,-0.630528961,APP_L,MB_H_APP_L,-0.17439019,0.25493969,0.165891763,0.455578898,0.229595238,0.191141058,0.177619561,0.290694201,0.074592273,0.153444399,0.163051165,0.111964426,0.099134314,-0.043856426,0.224535224,0.19400239,0.224033216,0.334517036,-0.039808986,0.325066258,-0.048369653,-0.007152399,0.228376574,0.421510665,0.311023492,0.081606943,-0.229105122,0.408478121
S100,0.993284573,MB_L,1.239671761,APP_H,MB_L_APP_H,-0.249192402,0.175219994,0.081358987,0.476450435,0.289091125,0.173976868,0.2188729,0.24553556,0.033794283,0.18618222,0.133128305,0.116930512,0.101992561,-0.008431952,0.151770667,0.220324427,0.263130423,0.385416957,-0.093722241,0.354201331,-0.035891924,0.020199571,0.261072077,0.382053564,0.350092125,0.064157979,-0.230555473,0.433200618
S101,1.05907234,MB_L,1.501239407,APP_H,MB_L_APP_H,0.034765107,0.384295674,0.202555261,0.527705545,0.301265184,0.265195947,0.396418456,0.27929112,0.258540058,0.231330145,0.322351014,0.216419522,0.218450141,-0.034550442,0.263509699,0.309214571,0.243315983,0.391654616,0.043554452,0.347167076,0.118536411,0.025677473,0.488824267,0.400613492,0.384712069,0.133955773,-0.250350967,0.448375313
S102,1.576001633,MB_L,1.371167064,APP_H,MB_L_APP_H,-0.037485272,0.419139332,0.24288467,0.520895852,0.446021817,0.255543017,0.329857223,0.289538249,0.223266562,0.190487942,0.397234152,0.226646699,0.250912612,0.116639284,0.192539011,0.319511041,0.270585331,0.455446283,0.075834461,0.390949833,0.160091241,0.075370951,0.391669807,0.437153493,0.421426601,0.141085646,-0.022512757,0.494834172
S103,1.05907234,MB_L,-0.921116919,APP_L,MB_L_APP_L,-0.183824013,0.246943078,0.01896508,0.449772699,0.370876603,0.23058682,0.277951582,0.263236648,0.050674285,0.279696697,0.251796635,0.22518914,0.158652844,0.002798873,0.246513912,0.224534757,0.187310066,0.375350915,-0.077648623,0.350573022,0.033877433,0.001138583,0.198956573,0.375392497,0.375423836,0.123384121,-0.233123252,0.459099042
