gene_name,gene_claim_name,entrez_id,interaction_claim_source,interaction_types,drug_claim_name,drug_claim_primary_name,drug_name,drug_chembl_id,PMIDs
PRKCD,PRKCD,5580,ChemblInteractions,inhibitor,CHEMBL3545332,CEP-2563,CEP-2563,CHEMBL3545332,FALSE
PRKCD,1485,5580,GuideToPharmacologyInteractions,inhibitor,7946,SOTRASTAURIN,SOTRASTAURIN,CHEMBL565612,FALSE
PRKCD,1485,5580,GuideToPharmacologyInteractions,inhibitor,5263,RUBOXISTAURIN,RUBOXISTAURIN,CHEMBL91829,FALSE
PRKCD,Q05655,5580,TdgClinicalTrial,FALSE,BRYOSTATIN-1,BRYOSTATIN-1,BRYOSTATIN,CHEMBL449158,FALSE
PRKCD,1485,5580,GuideToPharmacologyInteractions,inhibitor,8142,BALANOL,BALANOL,CHEMBL60254,FALSE
PRKCD,Q05655,5580,TdgClinicalTrial,FALSE,INGENOL MEBUTATE,INGENOL MEBUTATE,INGENOL MEBUTATE,CHEMBL1863513,FALSE
PRKCD,PRKCD,5580,MyCancerGenome,inhibitor,SOPHORETIN,SOPHORETIN,QUERCETIN,CHEMBL50,FALSE
PRKCD,1485,5580,GuideToPharmacologyInteractions,inhibitor,5192,G̦ 6983,SEBACIC ACID,CHEMBL1232164,FALSE
PRKCD,1485,5580,GuideToPharmacologyInteractions,inhibitor,5693,ENZASTAURIN,ENZASTAURIN,CHEMBL300138,FALSE
PRKCD,1485,5580,GuideToPharmacologyInteractions,activator,7443,INGENOL MEBUTATE,INGENOL MEBUTATE,CHEMBL1863513,FALSE
PRKCD,PRKCD,5580,ChemblInteractions,inhibitor,CHEMBL494089,GSK-690693,GSK-690693,CHEMBL494089,FALSE
PRKCD,PRKCD,5580,ChemblInteractions,inhibitor,CHEMBL2107872,DELCASERTIB,DELCASERTIB,CHEMBL2107872,FALSE
PRKCD,Q05655,5580,TdgClinicalTrial,FALSE,BRYOSTATIN,BRYOSTATIN,BRYOSTATIN,CHEMBL449158,FALSE
PTGES3,PTGES3,10728,NCI,FALSE,GENISTEIN,GENISTEIN,GENISTEIN,CHEMBL44,15229138
PTGES3,PTGES3,10728,NCI,FALSE,DIETHYLSTILBESTROL,DIETHYLSTILBESTROL,DIETHYLSTILBESTROL,CHEMBL411,15229138
PTPN6,PTPN6,5777,NCI,FALSE,IL-4,IL-4,PYROXAMIDE,CHEMBL353581,15613279
PTPN6,PTPN6,5777,NCI,FALSE,HEN EGG LYSOZYME,HEN EGG LYSOZYME,FALSE,FALSE,7600299
PTPN6,TTDC00032,5777,TTD,inhibitor,DCL000001,SODIUM STIBOGLUCONATE,SODIUM STIBOGLUCONATE,CHEMBL2079699,FALSE
RALBP1,RALBP1,10928,NCI,FALSE,DOX,DOX,FALSE,FALSE,12632060
RBL1,RBL1,5933,NCI,FALSE,HMBA,HMBA,HEXAMETHYLENEBISACETAMIDE,CHEMBL291481,9205091
RICTOR,RICTOR,253260,MyCancerGenome,inhibitor,MLN0128,MLN0128,INK-128,CHEMBL3545056,FALSE
RICTOR,RICTOR,253260,CIViC,FALSE,AZD2014,AZD2014,AZD-2014,CHEMBL1078983,28028034
RICTOR,RICTOR,253260,MyCancerGenome,inhibitor,OSI-027,OSI-027,OSI-027,CHEMBL3120215,FALSE
RICTOR,RICTOR,253260,MyCancerGenome,inhibitor,AZD8055,AZD8055,AZD-8055,CHEMBL1801204,FALSE
RTN4,RTN4,57142,NCI,FALSE,HYPERBARIC OXYGEN,HYPERBARIC OXYGEN,FALSE,FALSE,12951059
RTN4,KIAA0886,57142,ChemblInteractions,inhibitor,CHEMBL2108679,OZANEZUMAB,OZANEZUMAB,CHEMBL2108679,FALSE
RTN4,2838,57142,GuideToPharmacologyInteractions,antibody,8254,OZANEZUMAB,OZANEZUMAB,CHEMBL2108679,FALSE
RTN4,RTN4,57142,NCI,FALSE,ANTISENSE OLIGONUCLEOTIDES,ANTISENSE OLIGONUCLEOTIDES,FALSE,FALSE,14574981
SF3B1,SF3B1,23451,CKB,FALSE,FALSE,FALSE,FALSE,FALSE,"242,202,722,199,821,000,000,000"
SF3B1,SF3B1,23451,CKB,FALSE,Spliceostatin A,Spliceostatin A,CHEMBL1221944,CHEMBL1221944,25424858
SF3B1,SF3B1,23451,CKB,FALSE,E7107,E7107,FALSE,FALSE,27622333
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1186894,AMRUBICIN,AMRUBICIN,CHEMBL1186894,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,DTS-201,DTS-201,FALSE,FALSE,FALSE
TOP2A,TOP2A,7153,ClearityFoundationClinicalTrial,FALSE,DOXORUBICIN,DOXORUBICIN,DOXORUBICIN,CHEMBL53463,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,ANTHRACYCLINE,ANTHRACYCLINE,FALSE,FALSE,"1,497,879,015,068,310"
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,BECATECARIN,BECATECARIN,BECATECARIN,CHEMBL2107313,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,VORELOXIN,VORELOXIN,VOSAROXIN,CHEMBL68117,FALSE
TOP2A,P11388,7153,TEND,FALSE,DOXORUBICIN,DOXORUBICIN,DOXORUBICIN,CHEMBL53463,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,DOXORUBICIN,DOXORUBICIN,DOXORUBICIN,CHEMBL53463,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,BROMODEOXYURIDINE,BROMODEOXYURIDINE,FALSE,FALSE,8008235
TOP2A,P11388,7153,TEND,FALSE,TENIPOSIDE,TENIPOSIDE,TENIPOSIDE,CHEMBL452231,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,ADRIAMYCIN,ADRIAMYCIN,FALSE,FALSE,9494516
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,"AEZS-112, ZEN-012","AEZS-112, ZEN-012",FALSE,FALSE,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,DAUNORUBICIN,DAUNORUBICIN,DAUNORUBICIN,CHEMBL178,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL3545337,C-1311,C-1311 (CHEMBL3545337),CHEMBL3545337,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,RTA 744,RTA 744,BERUBICIN HYDROCHLORIDE,CHEMBL2103796,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,MITOXANTRONE,MITOXANTRONE,MITOXANTRONE,CHEMBL58,"94,945,169,426,516"
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL68117,VOSAROXIN,VOSAROXIN,CHEMBL68117,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1200475,DAUNORUBICIN CITRATE,DAUNORUBICIN CITRATE,CHEMBL1200475,FALSE
TOP2A,P11388,7153,TEND,FALSE,MITOXANTRONE,MITOXANTRONE,MITOXANTRONE,CHEMBL58,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,DEXRAZOXANE,DEXRAZOXANE,DEXRAZOXANE,CHEMBL1738,12911317
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,TENIPOSIDE,TENIPOSIDE,TENIPOSIDE,CHEMBL452231,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,ACTINOMYCIN D,ACTINOMYCIN D,DACTINOMYCIN,CHEMBL1554,9494516
TOP2A,TOP2A,7153,NCI,FALSE,TENIPOSIDE,TENIPOSIDE,TENIPOSIDE,CHEMBL452231,9426516
TOP2A,2637,7153,GuideToPharmacologyInteractions,inhibitor,6815,ETOPOSIDE,ETOPOSIDE,CHEMBL44657,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,IDARUBICIN,IDARUBICIN,IDARUBICIN,CHEMBL1117,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL3833344,MM-302,MM-302,CHEMBL3833344,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL44657,ETOPOSIDE,ETOPOSIDE,CHEMBL44657,FALSE
TOP2A,2637,7153,GuideToPharmacologyInteractions,inhibitor,7242,MITOXANTRONE,MITOXANTRONE,CHEMBL58,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL2103796,BERUBICIN HYDROCHLORIDE,BERUBICIN HYDROCHLORIDE,CHEMBL2103796,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,PODOFILOX,PODOFILOX,PODOFILOX,CHEMBL61,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,CAMPTOTHECIN,CAMPTOTHECIN,CAMPTOTHECIN,CHEMBL65,11205246
TOP2A,P11388,7153,TEND,FALSE,VALRUBICIN,VALRUBICIN,VALRUBICIN,CHEMBL1096885,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,DAUNORUBICIN,DAUNORUBICIN,DAUNORUBICIN,CHEMBL178,9494516
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1096885,VALRUBICIN,VALRUBICIN,CHEMBL1096885,FALSE
TOP2A,P11388,7153,TEND,FALSE,PODOFILOX,PODOFILOX,PODOFILOX,CHEMBL61,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL452231,TENIPOSIDE,TENIPOSIDE,CHEMBL452231,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1200645,ETOPOSIDE PHOSPHATE,ETOPOSIDE PHOSPHATE,CHEMBL1200645,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,EPIRUBICIN,EPIRUBICIN,EPIRUBICIN,CHEMBL417,FALSE
TOP2A,TOP2A,7153,ClearityFoundationClinicalTrial,FALSE,DEHYDROEQUOL,DEHYDROEQUOL,IDRONOXIL,CHEMBL1957038,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,INNO-206,INNO-206,ALDOXORUBICIN,CHEMBL2107818,FALSE
TOP2A,P11388,7153,TEND,FALSE,IDARUBICIN,IDARUBICIN,IDARUBICIN,CHEMBL1117,FALSE
TOP2A,2637,7153,GuideToPharmacologyInteractions,inhibitor,7069,DOXORUBICIN,DOXORUBICIN,CHEMBL53463,FALSE
TOP2A,P11388,7153,TEND,FALSE,EPIRUBICIN,EPIRUBICIN,EPIRUBICIN,CHEMBL417,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,ETOPOSIDE,ETOPOSIDE,ETOPOSIDE,CHEMBL44657,"88,238,069,485,461,800,000,000,000,000,000,000"
TOP2A,TOP2A,7153,ClearityFoundationBiomarkers,FALSE,LIPOSOMAL DOXORUBICIN,LIPOSOMAL DOXORUBICIN,FALSE,FALSE,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,IDARUBICIN HYDROCHLORIDE,CHEMBL1200976,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,AMONAFIDE,AMONAFIDE,AMONAFIDE,CHEMBL428676,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,CAP7.1,CAP7.1,FALSE,FALSE,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,PACLITAXEL,PACLITAXEL,PACLITAXEL,CHEMBL428647,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,GPX-100,GPX-100,FALSE,FALSE,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,VINCRISTINE,VINCRISTINE,VINCRISTINE,CHEMBL90555,9494516
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,MITOXANTRONE,MITOXANTRONE,MITOXANTRONE,CHEMBL58,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1417019,MITOXANTRONE DIHYDROCHLORIDE,MITOXANTRONE DIHYDROCHLORIDE,CHEMBL1417019,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL481958,AMRUBICIN HYDROCHLORIDE,AMRUBICIN HYDROCHLORIDE,CHEMBL481958,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,AMSACRINE,AMSACRINE,AMSACRINE,CHEMBL43,"882,380,685,196,598,000,000"
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,CNDO101,CNDO101,FALSE,FALSE,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,C-1311,C-1311,C-1311 (CHEMBL3545337),CHEMBL3545337,FALSE
TOP2A,P11388,7153,TEND,FALSE,ETOPOSIDE,ETOPOSIDE,ETOPOSIDE,CHEMBL44657,FALSE
TOP2A,TOP2A,7153,NCI,FALSE,HYDROQUINONE,HYDROQUINONE,HYDROQUINONE,CHEMBL537,15833037
TOP2A,TOP2A,7153,CGI,FALSE,Anthracyclines,Anthracyclines,FALSE,FALSE,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL2107818,ALDOXORUBICIN,ALDOXORUBICIN,CHEMBL2107818,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,CHEMBL359744,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL2107313,BECATECARIN,BECATECARIN,CHEMBL2107313,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,VALRUBICIN,VALRUBICIN,VALRUBICIN,CHEMBL1096885,FALSE
TOP2A,P11388,7153,TdgClinicalTrial,FALSE,ETOPOSIDE,ETOPOSIDE,ETOPOSIDE,CHEMBL44657,FALSE
TOP2A,TOP2,7153,ChemblInteractions,inhibitor,CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN HYDROCHLORIDE,CHEMBL1563,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,5-FLUORODEOXYURIDINE,5-FLUORODEOXYURIDINE,FLOXURIDINE,CHEMBL917,15899874
DNMT1,P26358,1786,TdgClinicalTrial,FALSE,IFOSFAMIDE,IFOSFAMIDE,IFOSFAMIDE,CHEMBL1024,FALSE
DNMT1,DNMT1,1786,CIViC,FALSE,CISPLATIN,CISPLATIN,FALSE,FALSE,21458988
DNMT1,DNMT1,1786,NCI,FALSE,ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,CHEMBL1200978,16613325
DNMT1,P26358,1786,TEND,FALSE,AZACITIDINE,AZACITIDINE,AZACITIDINE,CHEMBL1489,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,TCDD,TCDD,FALSE,FALSE,16598927
DNMT1,2605,1786,GuideToPharmacologyInteractions,inhibitor,8891,SGI-1027,FALSE,FALSE,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,POLYPHENOL,POLYPHENOL,FALSE,FALSE,14633667
DNMT1,DNMT1,1786,NCI,FALSE,ADRIAMYCIN,ADRIAMYCIN,FALSE,FALSE,16893460
DNMT1,P26358,1786,TdgClinicalTrial,FALSE,AZACITIDINE,AZACITIDINE,AZACITIDINE,CHEMBL1489,FALSE
DNMT1,AIM,1786,ChemblInteractions,inhibitor,CHEMBL1201129,DECITABINE,DECITABINE,CHEMBL1201129,FALSE
DNMT1,DNMT1,1786,CIViC,FALSE,DECITABINE,DECITABINE,DECITABINE,CHEMBL1201129,25968887
DNMT1,2605,1786,GuideToPharmacologyInteractions,inhibitor,7018,BROMO-DEAZA-SAH,CHEMBL2349526,CHEMBL2349526,FALSE
DNMT1,P26358,1786,TEND,FALSE,DECITABINE,DECITABINE,DECITABINE,CHEMBL1201129,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,DIETHYLSTILBESTROL,DIETHYLSTILBESTROL,DIETHYLSTILBESTROL,CHEMBL411,16598927
DNMT1,DNMT1,1786,NCI,FALSE,HYDROXYUREA,HYDROXYUREA,HYDROXYUREA,CHEMBL467,2422298
DNMT1,P26358,1786,TEND,FALSE,IFOSFAMIDE,IFOSFAMIDE,IFOSFAMIDE,CHEMBL1024,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,FTI,FTI,FALSE,FALSE,12420225
DNMT1,DNMT1,1786,NCI,FALSE,5-AZACYTIDINE,5-AZACYTIDINE,AZACITIDINE,CHEMBL1489,6173384
DNMT1,DNMT1,1786,NCI,FALSE,SELENIUM,SELENIUM,FALSE,FALSE,"1,294,938,616,632,890"
DNMT1,P26358,1786,TdgClinicalTrial,FALSE,DECITABINE,DECITABINE,DECITABINE,CHEMBL1201129,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,MITOXANTRONE,MITOXANTRONE,MITOXANTRONE,CHEMBL58,12878861
DNMT1,AIM,1786,ChemblInteractions,inhibitor,CHEMBL1489,AZACITIDINE,AZACITIDINE,CHEMBL1489,FALSE
DNMT1,P26358,1786,TdgClinicalTrial,FALSE,MG98,MG98,FALSE,FALSE,FALSE
DNMT1,DNMT1,1786,NCI,FALSE,ZEBULARINE,ZEBULARINE,ZEBULARINE,CHEMBL504567,16239434
ATRX,ATRX,546,CKB,FALSE,Gemcitabine,Gemcitabine,GEMCITABINE,CHEMBL888,26853339
ATRX,ATRX,546,CKB,FALSE,Radiotherapy,Radiotherapy,FALSE,FALSE,26853339
ATRX,ATRX,546,CIViC,FALSE,TEMOZOLOMIDE,TEMOZOLOMIDE,TEMOZOLOMIDE,CHEMBL810,23904111
ATRX,ATRX,546,CIViC,FALSE,PROCARBAZINE,PROCARBAZINE,PROCARBAZINE,CHEMBL1321,23904111
ATRX,ATRX,546,CKB,FALSE,Irinotecan,Irinotecan,IRINOTECAN,CHEMBL481,26936505
ATRX,ATRX,546,CKB,FALSE,Topotecan,Topotecan,TOPOTECAN,CHEMBL84,26936505
ATRX,ATRX,546,CKB,FALSE,Doxorubicin,Doxorubicin,DOXORUBICIN,CHEMBL53463,26936505
ATRX,ATRX,546,CKB,FALSE,E7449,E7449,FALSE,FALSE,26513298
ATRX,ATRX,546,CIViC,FALSE,VINCRISTINE,VINCRISTINE,VINCRISTINE,CHEMBL90555,23904111
ATRX,ATRX,546,CIViC,FALSE,LOMUSTINE,LOMUSTINE,LOMUSTINE,CHEMBL514,23904111
DNMT3A,DNMT3A,1788,CKB,FALSE,FALSE,FALSE,FALSE,FALSE,"21,881,046,252,813,500,000,000,000,000,000"
DNMT3A,DNMT3A,1788,CGI,FALSE,Daunorubicin,Daunorubicin,DAUNORUBICIN,CHEMBL178,FALSE
DNMT3A,DNMT3A,1788,CKB,FALSE,Decitabine,Decitabine,DECITABINE,CHEMBL1201129,27418649
DNMT3A,DNMT3A,1788,CIViC,FALSE,IDARUBICIN,IDARUBICIN,IDARUBICIN,CHEMBL1117,22081665
DNMT3A,DNMT3A,1788,CIViC,FALSE,DECITABINE,DECITABINE,DECITABINE,CHEMBL1201129,22124213
DNMT3A,DNMT3A,1788,ChemblInteractions,inhibitor,CHEMBL1201129,DECITABINE,DECITABINE,CHEMBL1201129,FALSE
DNMT3A,DNMT3A,1788,ChemblInteractions,inhibitor,CHEMBL1489,AZACITIDINE,AZACITIDINE,CHEMBL1489,FALSE
MAP2,MAP2,4133,NCI,FALSE,MELATONIN,MELATONIN,MELATONIN,CHEMBL45,8829136
MAP2,MAP2,4133,NCI,FALSE,COLCHICINE,COLCHICINE,COLCHICINE,CHEMBL107,7511033
SMARCA4,SMARCA4,6597,CIViC,FALSE,VINORELBINE,VINORELBINE,VINORELBINE BASE,CHEMBL553025,26671993
SMARCA4,SMARCA4,6597,CIViC,FALSE,CISPLATIN,CISPLATIN,FALSE,FALSE,26671993
SMARCA4,2740,6597,GuideToPharmacologyInteractions,inhibitor,7915,PFI-3,FALSE,FALSE,FALSE
SMARCA4,SMARCA4,6597,NCI,FALSE,RETINOIC ACID,RETINOIC ACID,TRETINOIN,CHEMBL38,9315656
CDK12,CRK7,51755,ChemblInteractions,inhibitor,CHEMBL445813,AT-7519,AT-7519,CHEMBL445813,FALSE
CDK12,CRK7,51755,ChemblInteractions,inhibitor,CHEMBL3544942,Roniciclib,Roniciclib,CHEMBL3544942,FALSE
CDK12,CRK7,51755,ChemblInteractions,inhibitor,CHEMBL488436,AZD-5438,AZD-5438,CHEMBL488436,FALSE
CDK12,CRK7,51755,ChemblInteractions,inhibitor,CHEMBL1230607,PHA-793887,PHA-793887,CHEMBL1230607,FALSE
CDK12,CDK12,51755,CIViC,FALSE,OLAPARIB,OLAPARIB,OLAPARIB,CHEMBL521686,24240700
EPRS,P07814,2058,TdgClinicalTrial,FALSE,HALOFUGINONE,HALOFUGINONE,HALOFUGINONE,CHEMBL1197091,FALSE
MAP4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRRC2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMARCA4,SMARCA4,6597,CIViC,FALSE,VINORELBINE,VINORELBINE,VINORELBINE BASE,CHEMBL553025,26671993
SMARCA4,SMARCA4,6597,CIViC,FALSE,CISPLATIN,CISPLATIN,FALSE,FALSE,26671993
SMARCA4,2740,6597,GuideToPharmacologyInteractions,inhibitor,7915,PFI-3,FALSE,FALSE,FALSE
SMARCA4,SMARCA4,6597,NCI,FALSE,RETINOIC ACID,RETINOIC ACID,TRETINOIN,CHEMBL38,9315656
UBR4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK4,,1019,FDA,inhibitor,,,ribociclib,CHEMBL3545110,
CDK4,,1019,FDA,inhibitor,,,palbociclib,CHEMBL189963,
CDK4,,1019,FDA,inhibitor,,,abemaciclib,CHEMBL3301610,
