venue_code,expected_covers,visit_day,visit_hour,booked_on,no_show_flag,source_channel
V0184,2,09-Jul-2019,20,13-Jun-2019 10:00,True,direct
V0184,4,09-Jul-2019,20,13-Jun-2019 18:00,False,direct
V0192,2,09-Jul-2019,20,09-Jul-2019 16:00,False,direct
V0219,2,09-Jul-2019,20,09-Jul-2019 20:00,False,direct
V0227,3,09-Jul-2019,20,04-Jul-2019 20:00,False,direct
V0227,2,09-Jul-2019,20,09-Jul-2019 15:00,False,direct
V0227,2,09-Jul-2019,20,08-Jul-2019 16:00,False,direct
V0227,4,09-Jul-2019,20,13-Jun-2019 17:00,False,direct
V0235,4,09-Jul-2019,20,08-Jul-2019 18:00,False,direct
V0268,11,09-Jul-2019,20,01-Jul-2019 19:00,False,direct
V0328,4,09-Jul-2019,20,27-Jun-2019 18:00,False,direct
V0329,2,09-Jul-2019,20,08-Jul-2019 19:00,False,direct
V0329,3,09-Jul-2019,20,05-Jul-2019 21:00,True,direct
V0329,2,09-Jul-2019,20,05-Jul-2019 21:00,True,direct
V0337,2,09-Jul-2019,20,06-Jul-2019 18:00,False,direct
V0373,10,09-Jul-2019,20,07-Jun-2019 10:00,False,direct
V0373,2,09-Jul-2019,20,06-Jul-2019 13:00,False,direct
V0373,3,09-Jul-2019,20,07-Jul-2019 17:00,False,direct
V0381,11,09-Jul-2019,20,09-Jul-2019 12:00,False,direct
V0413,2,09-Jul-2019,20,08-Jul-2019 17:00,False,direct
V0483,5,09-Jul-2019,20,09-Jul-2019 17:00,False,direct
V0526,5,09-Jul-2019,20,24-Jun-2019 22:00,False,direct
V0589,1,09-Jul-2019,20,05-Jul-2019 18:00,False,direct
V0589,1,09-Jul-2019,20,09-Jul-2019 15:00,False,direct
V0589,1,09-Jul-2019,20,09-Jul-2019 15:00,False,direct
V0589,1,09-Jul-2019,20,08-Jul-2019 19:00,False,direct
V0616,4,09-Jul-2019,20,30-Jun-2019 22:00,False,direct
V0626,2,09-Jul-2019,20,09-Jul-2019 19:00,False,direct
V0672,2,09-Jul-2019,20,02-Jul-2019 16:00,False,direct
V0717,3,09-Jul-2019,20,09-Jul-2019 20:00,False,direct
V0718,3,09-Jul-2019,20,01-Jul-2019 10:00,False,direct
V0728,2,09-Jul-2019,20,08-Jul-2019 17:00,False,direct
V0744,2,09-Jul-2019,20,09-Jul-2019 01:00,False,direct
V0744,4,09-Jul-2019,20,18-Jun-2019 00:00,False,direct
V0744,6,09-Jul-2019,20,30-Jun-2019 18:00,False,direct
V0744,4,09-Jul-2019,20,02-Jul-2019 21:00,False,direct
V0744,7,09-Jul-2019,20,29-Jun-2019 18:00,False,direct
V0806,8,09-Jul-2019,20,08-Jul-2019 13:00,False,direct
V0811,2,09-Jul-2019,20,01-Jul-2019 13:00,False,direct
V0811,6,09-Jul-2019,20,04-Jul-2019 17:00,False,direct
V0816,7,09-Jul-2019,20,08-Jul-2019 13:00,False,direct
V0132,2,09-Jul-2019,21,08-Jul-2019 17:00,False,direct
V0132,4,09-Jul-2019,21,04-Jul-2019 12:00,False,direct
V0133,15,09-Jul-2019,21,10-Jun-2019 18:00,False,direct
V0134,5,09-Jul-2019,21,25-Jun-2019 00:00,False,direct
V0287,8,09-Jul-2019,21,09-Jul-2019 15:00,False,direct
V0328,3,09-Jul-2019,21,01-Jul-2019 18:00,False,direct
V0328,15,09-Jul-2019,21,07-Jun-2019 21:00,False,direct
V0346,4,09-Jul-2019,21,07-Jul-2019 15:00,False,direct
V0346,2,09-Jul-2019,21,09-Jul-2019 16:00,False,direct
V0402,2,09-Jul-2019,21,09-Jul-2019 18:00,True,direct
V0413,3,09-Jul-2019,21,02-Jul-2019 18:00,False,direct
V0507,2,09-Jul-2019,21,23-Jun-2019 19:00,False,direct
V0507,2,09-Jul-2019,21,04-Jul-2019 22:00,False,direct
V0507,2,09-Jul-2019,21,05-Jul-2019 14:00,False,direct
V0528,2,09-Jul-2019,21,05-Jul-2019 20:00,False,direct
V0528,8,09-Jul-2019,21,26-Jun-2019 18:00,False,direct
V0528,5,09-Jul-2019,21,23-Jun-2019 18:00,True,direct
V0528,2,09-Jul-2019,21,14-Jun-2019 22:00,False,direct
V0528,6,09-Jul-2019,21,26-Jun-2019 18:00,False,direct
V0528,2,09-Jul-2019,21,26-Jun-2019 23:00,False,direct
V0528,2,09-Jul-2019,21,01-Jul-2019 19:00,True,direct
V0528,7,09-Jul-2019,21,26-Jun-2019 18:00,False,direct
V0528,8,09-Jul-2019,21,29-Jun-2019 18:00,False,direct
V0528,3,09-Jul-2019,21,28-Jun-2019 21:00,False,direct
V0528,2,09-Jul-2019,21,25-Jun-2019 11:00,False,direct
V0528,20,09-Jul-2019,21,22-Jun-2019 12:00,False,direct
V0528,15,09-Jul-2019,21,29-May-2019 21:00,False,direct
V0528,2,09-Jul-2019,21,25-Jun-2019 18:00,False,direct
V0528,2,09-Jul-2019,21,01-Jul-2019 17:00,False,direct
V0528,2,09-Jul-2019,21,28-Jun-2019 10:00,False,direct
V0528,6,09-Jul-2019,21,11-Jun-2019 21:00,False,direct
V0528,5,09-Jul-2019,21,26-Jun-2019 18:00,False,direct
V0528,4,09-Jul-2019,21,17-Jun-2019 13:00,False,direct
V0528,8,09-Jul-2019,21,24-May-2019 20:00,False,direct
V0528,3,09-Jul-2019,21,28-Jun-2019 21:00,False,direct
V0528,2,09-Jul-2019,21,06-Jul-2019 12:00,False,direct
V0528,9,09-Jul-2019,21,26-Jun-2019 18:00,False,direct
V0528,3,09-Jul-2019,21,29-Jun-2019 19:00,False,direct
V0528,9,09-Jul-2019,21,29-Jun-2019 22:00,False,direct
V0528,8,09-Jul-2019,21,22-Jun-2019 12:00,False,direct
V0528,7,09-Jul-2019,21,26-Jun-2019 12:00,False,direct
V0528,9,09-Jul-2019,21,06-Jun-2019 13:00,False,direct
V0528,4,09-Jul-2019,21,26-Jun-2019 13:00,False,direct
V0528,4,09-Jul-2019,21,27-Jun-2019 12:00,False,direct
V0571,2,09-Jul-2019,21,09-Jul-2019 13:00,False,direct
V0579,2,09-Jul-2019,21,07-Jul-2019 05:00,False,direct
V0589,5,09-Jul-2019,21,05-Jul-2019 23:00,False,direct
V0660,7,09-Jul-2019,21,28-Jun-2019 19:00,False,direct
V0712,32,09-Jul-2019,21,17-Jun-2019 17:00,False,direct
V0806,2,09-Jul-2019,21,09-Jul-2019 15:00,False,direct
V0054,6,09-Jul-2019,22,03-Jul-2019 02:00,False,direct
V0122,4,09-Jul-2019,22,08-Jul-2019 12:00,False,direct
V0134,4,09-Jul-2019,22,08-Jul-2019 22:00,False,direct
V0134,4,09-Jul-2019,22,05-Jul-2019 02:00,False,direct
V0147,2,09-Jul-2019,22,08-Jul-2019 20:00,False,direct
V0154,3,09-Jul-2019,22,09-Jul-2019 02:00,False,direct
V0161,2,09-Jul-2019,22,09-Jul-2019 19:00,False,direct
V0161,2,09-Jul-2019,22,09-Jul-2019 21:00,False,direct
V0227,15,09-Jul-2019,22,06-Jul-2019 22:00,True,direct
V0235,2,09-Jul-2019,22,09-Jul-2019 20:00,False,direct
V0329,3,09-Jul-2019,22,05-Jul-2019 19:00,False,direct
V0528,23,09-Jul-2019,22,04-Jul-2019 21:00,False,direct
V0528,8,09-Jul-2019,22,26-Jun-2019 18:00,False,direct
V0544,4,09-Jul-2019,22,27-Jun-2019 00:00,False,direct
V0719,4,09-Jul-2019,22,02-Jul-2019 22:00,False,direct
V0087,10,09-Jul-2019,23,20-Jun-2019 17:00,False,direct
V0184,1,09-Jul-2019,23,28-Jun-2019 22:00,False,direct
V0184,6,09-Jul-2019,23,28-Jun-2019 22:00,False,direct
V0200,9,09-Jul-2019,23,09-Jul-2019 15:00,False,direct
V0381,14,09-Jul-2019,23,09-Jul-2019 12:00,False,direct
V0526,2,09-Jul-2019,23,08-Jul-2019 20:00,False,direct
V0579,4,09-Jul-2019,23,01-Jul-2019 19:00,False,direct
V0579,6,09-Jul-2019,23,22-Jun-2019 20:00,False,direct
V0579,4,09-Jul-2019,23,24-May-2019 23:00,False,direct
V0132,9,10-Jul-2019,0,04-Jun-2019 17:00,False,direct
V0537,20,10-Jul-2019,0,16-Jun-2019 19:00,False,direct
V0817,30,10-Jul-2019,0,28-Jun-2019 17:00,True,direct
V0725,3,10-Jul-2019,10,03-Jul-2019 17:00,False,direct
V0125,2,10-Jul-2019,11,09-Jul-2019 12:00,False,direct
V0194,2,10-Jul-2019,11,10-Jul-2019 10:00,True,direct
V0230,2,10-Jul-2019,11,08-Jul-2019 10:00,False,direct
V0516,3,10-Jul-2019,11,07-Jul-2019 23:00,True,direct
V0725,7,10-Jul-2019,11,05-Jul-2019 17:00,False,direct
V0051,2,10-Jul-2019,12,07-Jul-2019 12:00,False,direct
V0199,2,10-Jul-2019,12,09-Jul-2019 22:00,False,direct
V0230,2,10-Jul-2019,12,29-Jun-2019 21:00,False,direct
V0435,2,10-Jul-2019,12,09-Jul-2019 17:00,False,direct
V0519,4,10-Jul-2019,12,03-Jul-2019 16:00,False,direct
V0519,2,10-Jul-2019,12,10-Jul-2019 12:00,False,direct
V0519,2,10-Jul-2019,12,04-Jul-2019 19:00,False,direct
V0600,2,10-Jul-2019,12,04-Jul-2019 12:00,False,direct
V0194,3,10-Jul-2019,13,07-Jul-2019 14:00,False,direct
V0206,1,10-Jul-2019,13,09-Jul-2019 22:00,False,direct
V0230,3,10-Jul-2019,13,08-Jul-2019 14:00,False,direct
V0360,4,10-Jul-2019,13,07-Jul-2019 15:00,False,direct
V0695,1,10-Jul-2019,13,10-Jul-2019 13:00,False,direct
V0135,5,10-Jul-2019,14,10-Jul-2019 14:00,False,direct
V0135,3,10-Jul-2019,14,10-Jul-2019 14:00,True,direct
V0208,3,10-Jul-2019,14,08-Jul-2019 21:00,False,direct
V0225,2,10-Jul-2019,14,09-Jul-2019 09:00,False,direct
V0037,8,10-Jul-2019,16,27-Jun-2019 19:00,False,direct
V0672,2,10-Jul-2019,16,06-Jul-2019 14:00,False,direct
V0678,2,10-Jul-2019,16,08-Jul-2019 17:00,False,direct
V0678,2,10-Jul-2019,16,07-Jul-2019 03:00,False,direct
V0036,6,10-Jul-2019,17,05-Jul-2019 14:00,False,direct
V0036,4,10-Jul-2019,17,02-Jul-2019 18:00,False,direct
V0040,1,10-Jul-2019,17,21-Jun-2019 14:00,False,direct
V0081,2,10-Jul-2019,17,08-Jul-2019 22:00,False,direct
V0098,2,10-Jul-2019,17,26-Jun-2019 11:00,False,direct
V0098,2,10-Jul-2019,17,10-Jul-2019 17:00,False,direct
V0098,2,10-Jul-2019,17,10-Jul-2019 17:00,False,direct
V0098,2,10-Jul-2019,17,10-Jul-2019 17:00,False,direct
V0098,5,10-Jul-2019,17,06-Jun-2019 16:00,False,direct
V0098,5,10-Jul-2019,17,29-Jun-2019 17:00,False,direct
V0168,2,10-Jul-2019,17,10-Jul-2019 16:00,False,direct
V0183,20,10-Jul-2019,17,01-Jul-2019 18:00,False,direct
V0183,8,10-Jul-2019,17,11-Jun-2019 18:00,False,direct
V0183,16,10-Jul-2019,17,19-Jun-2019 10:00,False,direct
V0355,2,10-Jul-2019,17,09-Jul-2019 00:00,False,direct
V0397,4,10-Jul-2019,17,26-Jun-2019 20:00,False,direct
V0402,12,10-Jul-2019,17,08-Jul-2019 17:00,False,direct
V0459,12,10-Jul-2019,17,07-Jul-2019 20:00,False,direct
V0459,2,10-Jul-2019,17,10-Jul-2019 15:00,False,direct
V0483,2,10-Jul-2019,17,08-Jul-2019 22:00,False,direct
V0650,6,10-Jul-2019,17,08-Jul-2019 16:00,False,direct
V0678,9,10-Jul-2019,17,29-Jun-2019 22:00,False,direct
V0678,4,10-Jul-2019,17,07-Jul-2019 16:00,False,direct
V0773,3,10-Jul-2019,17,06-Jul-2019 18:00,False,direct
V0008,15,10-Jul-2019,18,29-Jun-2019 09:00,False,direct
V0011,4,10-Jul-2019,18,24-Jun-2019 17:00,False,direct
V0036,2,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0036,2,10-Jul-2019,18,05-Jul-2019 14:00,False,direct
V0046,5,10-Jul-2019,18,25-Jun-2019 15:00,False,direct
V0065,2,10-Jul-2019,18,10-Jul-2019 18:00,False,direct
V0081,4,10-Jul-2019,18,08-Jul-2019 22:00,False,direct
V0081,2,10-Jul-2019,18,08-Jul-2019 22:00,False,direct
V0081,2,10-Jul-2019,18,08-Jul-2019 22:00,False,direct
V0118,1,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0125,3,10-Jul-2019,18,06-Jul-2019 23:00,False,direct
V0132,2,10-Jul-2019,18,08-Jul-2019 22:00,False,direct
V0140,2,10-Jul-2019,18,25-Jun-2019 11:00,False,direct
V0146,3,10-Jul-2019,18,06-Jul-2019 17:00,True,direct
V0146,2,10-Jul-2019,18,10-Jul-2019 18:00,False,direct
V0149,22,10-Jul-2019,18,29-Jun-2019 19:00,False,direct
V0161,4,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0170,3,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0173,7,10-Jul-2019,18,07-Jul-2019 18:00,False,direct
V0182,7,10-Jul-2019,18,28-Jun-2019 01:00,True,direct
V0182,10,10-Jul-2019,18,27-Jun-2019 22:00,False,direct
V0192,3,10-Jul-2019,18,09-Jul-2019 15:00,False,direct
V0192,2,10-Jul-2019,18,24-Jun-2019 10:00,False,direct
V0192,2,10-Jul-2019,18,09-Jul-2019 08:00,False,direct
V0199,4,10-Jul-2019,18,05-Jul-2019 22:00,False,direct
V0204,2,10-Jul-2019,18,10-Jul-2019 18:00,False,direct
V0204,4,10-Jul-2019,18,09-Jul-2019 21:00,False,direct
V0234,9,10-Jul-2019,18,19-Jun-2019 17:00,False,direct
V0254,9,10-Jul-2019,18,12-Jun-2019 20:00,False,direct
V0254,11,10-Jul-2019,18,16-Jun-2019 17:00,False,direct
V0259,2,10-Jul-2019,18,07-Jul-2019 10:00,False,direct
V0259,4,10-Jul-2019,18,08-Jul-2019 13:00,False,direct
V0299,3,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0323,2,10-Jul-2019,18,10-Jul-2019 18:00,True,direct
V0329,14,10-Jul-2019,18,26-Jun-2019 17:00,False,direct
V0355,2,10-Jul-2019,18,03-Jul-2019 23:00,False,direct
V0355,3,10-Jul-2019,18,28-Jun-2019 16:00,False,direct
V0360,4,10-Jul-2019,18,07-Jul-2019 17:00,True,direct
V0360,2,10-Jul-2019,18,10-Jul-2019 13:00,False,direct
V0394,7,10-Jul-2019,18,15-Jun-2019 18:00,False,direct
V0395,2,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0402,3,10-Jul-2019,18,05-Jul-2019 17:00,False,direct
V0402,7,10-Jul-2019,18,03-Jul-2019 17:00,False,direct
V0453,2,10-Jul-2019,18,03-Jul-2019 18:00,False,direct
V0459,17,10-Jul-2019,18,05-Jul-2019 20:00,False,direct
V0471,3,10-Jul-2019,18,09-Jul-2019 19:00,False,direct
V0484,2,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0491,2,10-Jul-2019,18,09-Jul-2019 18:00,False,direct
V0492,2,10-Jul-2019,18,10-Jul-2019 14:00,False,direct
V0507,2,10-Jul-2019,18,09-Jul-2019 21:00,False,direct
V0507,4,10-Jul-2019,18,10-Jul-2019 15:00,False,direct
V0507,23,10-Jul-2019,18,24-Jun-2019 16:00,False,direct
V0541,23,10-Jul-2019,18,28-Jun-2019 17:00,True,direct
V0553,6,10-Jul-2019,18,05-Jun-2019 14:00,False,direct
V0553,2,10-Jul-2019,18,09-Jul-2019 17:00,False,direct
V0555,2,10-Jul-2019,18,07-Jul-2019 20:00,False,direct
V0555,4,10-Jul-2019,18,29-Jun-2019 21:00,False,direct
V0558,7,10-Jul-2019,18,14-Jun-2019 18:00,False,direct
V0607,12,10-Jul-2019,18,28-Jun-2019 20:00,False,direct
V0611,3,10-Jul-2019,18,04-Jul-2019 17:00,False,direct
V0611,12,10-Jul-2019,18,29-Jun-2019 17:00,False,direct
V0613,7,10-Jul-2019,18,12-Jun-2019 15:00,False,direct
V0616,2,10-Jul-2019,18,03-Jul-2019 22:00,False,direct
V0638,10,10-Jul-2019,18,10-Jun-2019 17:00,False,direct
V0638,2,10-Jul-2019,18,07-Jul-2019 18:00,False,direct
V0638,3,10-Jul-2019,18,19-Jun-2019 18:00,False,direct
V0672,2,10-Jul-2019,18,10-Jul-2019 14:00,False,direct
V0678,2,10-Jul-2019,18,06-Jul-2019 23:00,False,direct
V0678,2,10-Jul-2019,18,08-Jul-2019 22:00,False,direct
V0678,2,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0678,2,10-Jul-2019,18,05-Jul-2019 18:00,False,direct
V0678,2,10-Jul-2019,18,04-Jul-2019 16:00,False,direct
V0704,2,10-Jul-2019,18,10-Jul-2019 17:00,False,direct
V0717,3,10-Jul-2019,18,08-Jul-2019 15:00,False,direct
V0717,6,10-Jul-2019,18,03-Jul-2019 08:00,False,direct
V0717,4,10-Jul-2019,18,28-Jun-2019 17:00,False,direct
V0718,4,10-Jul-2019,18,09-Jul-2019 00:00,False,direct
V0718,5,10-Jul-2019,18,23-Jun-2019 09:00,False,direct
V0720,2,10-Jul-2019,18,10-Jul-2019 00:00,False,direct
V0720,6,10-Jul-2019,18,30-Jun-2019 12:00,False,direct
V0722,2,10-Jul-2019,18,07-Jul-2019 19:00,False,direct
V0784,4,10-Jul-2019,18,14-Jun-2019 16:00,False,direct
V0803,2,10-Jul-2019,18,09-Jul-2019 17:00,True,direct
V0008,2,10-Jul-2019,19,05-Jul-2019 17:00,False,direct
V0008,5,10-Jul-2019,19,23-Jun-2019 12:00,False,direct
V0026,5,10-Jul-2019,19,05-Jun-2019 21:00,False,direct
V0026,10,10-Jul-2019,19,27-Jun-2019 18:00,False,direct
V0028,4,10-Jul-2019,19,10-Jul-2019 18:00,False,direct
V0029,6,10-Jul-2019,19,04-Jul-2019 22:00,False,direct
V0036,2,10-Jul-2019,19,10-Jul-2019 19:00,False,direct
V0036,2,10-Jul-2019,19,06-Jul-2019 21:00,False,direct
V0037,4,10-Jul-2019,19,05-Jul-2019 23:00,False,direct
V0037,4,10-Jul-2019,19,27-Jun-2019 19:00,False,direct
V0046,2,10-Jul-2019,19,30-Jun-2019 20:00,False,direct
V0051,3,10-Jul-2019,19,16-Jun-2019 17:00,False,direct
V0072,4,10-Jul-2019,19,09-Jul-2019 21:00,False,direct
V0072,5,10-Jul-2019,19,09-Jul-2019 23:00,False,direct
V0081,6,10-Jul-2019,19,08-Jul-2019 19:00,True,direct
V0083,2,10-Jul-2019,19,28-Jun-2019 17:00,False,direct
V0083,4,10-Jul-2019,19,03-Jul-2019 14:00,False,direct
V0125,4,10-Jul-2019,19,06-Jul-2019 17:00,False,direct
V0125,2,10-Jul-2019,19,07-Jul-2019 18:00,False,direct
V0132,7,10-Jul-2019,19,22-Jun-2019 18:00,False,direct
V0134,3,10-Jul-2019,19,10-Jul-2019 19:00,True,direct
V0134,4,10-Jul-2019,19,10-Jul-2019 15:00,False,direct
V0134,2,10-Jul-2019,19,10-Jul-2019 15:00,False,direct
V0135,3,10-Jul-2019,19,10-Jul-2019 19:00,False,direct
V0140,2,10-Jul-2019,19,10-Jul-2019 18:00,False,direct
V0146,17,10-Jul-2019,19,21-Jun-2019 18:00,False,direct
V0153,2,10-Jul-2019,19,10-Jul-2019 18:00,False,direct
V0170,7,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0180,5,10-Jul-2019,19,13-Jun-2019 23:00,False,direct
V0182,4,10-Jul-2019,19,27-Jun-2019 18:00,False,direct
V0188,18,10-Jul-2019,19,27-Jun-2019 19:00,False,direct
V0192,2,10-Jul-2019,19,10-Jul-2019 14:00,False,direct
V0192,5,10-Jul-2019,19,06-Jul-2019 20:00,False,direct
V0192,4,10-Jul-2019,19,09-Jul-2019 21:00,False,direct
V0192,2,10-Jul-2019,19,26-Jun-2019 11:00,False,direct
V0194,2,10-Jul-2019,19,10-Jul-2019 13:00,False,direct
V0199,3,10-Jul-2019,19,02-Jul-2019 01:00,False,direct
V0199,3,10-Jul-2019,19,02-Jul-2019 01:00,False,direct
V0201,2,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0201,3,10-Jul-2019,19,09-Jul-2019 22:00,False,direct
V0204,3,10-Jul-2019,19,10-Jul-2019 18:00,True,direct
V0219,2,10-Jul-2019,19,09-Jul-2019 13:00,True,direct
V0225,2,10-Jul-2019,19,07-Jul-2019 00:00,False,direct
V0225,3,10-Jul-2019,19,03-Jul-2019 20:00,False,direct
V0256,2,10-Jul-2019,19,09-Jul-2019 17:00,False,direct
V0256,2,10-Jul-2019,19,22-Jun-2019 00:00,False,direct
V0256,6,10-Jul-2019,19,22-Jun-2019 00:00,False,direct
V0259,4,10-Jul-2019,19,27-Jun-2019 08:00,False,direct
V0259,4,10-Jul-2019,19,09-Jul-2019 00:00,False,direct
V0299,2,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0318,7,10-Jul-2019,19,10-Jul-2019 19:00,False,direct
V0323,4,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0323,4,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0346,4,10-Jul-2019,19,07-Jul-2019 15:00,False,direct
V0346,5,10-Jul-2019,19,07-Jul-2019 15:00,False,direct
V0348,8,10-Jul-2019,19,28-Jun-2019 20:00,False,direct
V0356,43,10-Jul-2019,19,20-Jun-2019 16:00,False,direct
V0358,9,10-Jul-2019,19,09-Jul-2019 16:00,False,direct
V0360,7,10-Jul-2019,19,05-Jul-2019 21:00,False,direct
V0360,3,10-Jul-2019,19,28-Jun-2019 21:00,False,direct
V0395,4,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0402,2,10-Jul-2019,19,09-Jul-2019 17:00,False,direct
V0402,3,10-Jul-2019,19,04-Jul-2019 17:00,False,direct
V0435,2,10-Jul-2019,19,30-Jun-2019 18:00,False,direct
V0453,2,10-Jul-2019,19,05-Jul-2019 23:00,False,direct
V0483,2,10-Jul-2019,19,07-Jul-2019 00:00,False,direct
V0483,4,10-Jul-2019,19,30-Jun-2019 11:00,False,direct
V0483,1,10-Jul-2019,19,09-Jul-2019 16:00,False,direct
V0484,3,10-Jul-2019,19,26-Jun-2019 21:00,False,direct
V0484,5,10-Jul-2019,19,05-Jul-2019 23:00,False,direct
V0484,4,10-Jul-2019,19,06-Jul-2019 22:00,False,direct
V0485,2,10-Jul-2019,19,10-Jul-2019 15:00,False,direct
V0492,5,10-Jul-2019,19,10-Jul-2019 14:00,False,direct
V0492,2,10-Jul-2019,19,06-Jul-2019 14:00,True,direct
V0516,3,10-Jul-2019,19,29-Jun-2019 21:00,False,direct
V0516,2,10-Jul-2019,19,10-Jul-2019 17:00,True,direct
V0523,3,10-Jul-2019,19,10-Jul-2019 18:00,False,direct
V0526,10,10-Jul-2019,19,06-Jul-2019 16:00,False,direct
V0526,5,10-Jul-2019,19,04-Jul-2019 21:00,False,direct
V0526,5,10-Jul-2019,19,06-Jul-2019 17:00,False,direct
V0533,3,10-Jul-2019,19,09-Jul-2019 15:00,False,direct
V0533,5,10-Jul-2019,19,02-Jul-2019 16:00,False,direct
V0533,6,10-Jul-2019,19,21-Jun-2019 15:00,False,direct
V0553,11,10-Jul-2019,19,10-Jun-2019 14:00,False,direct
V0576,5,10-Jul-2019,19,30-Jun-2019 14:00,False,direct
V0576,5,10-Jul-2019,19,28-Jun-2019 15:00,False,direct
V0578,2,10-Jul-2019,19,10-Jul-2019 13:00,True,direct
V0579,11,10-Jul-2019,19,30-May-2019 00:00,False,direct
V0579,2,10-Jul-2019,19,05-Jul-2019 18:00,False,direct
V0590,2,10-Jul-2019,19,03-Jul-2019 18:00,True,direct
V0590,3,10-Jul-2019,19,05-Jul-2019 18:00,False,direct
V0602,4,10-Jul-2019,19,10-Jul-2019 12:00,False,direct
V0618,30,10-Jul-2019,19,15-Jun-2019 15:00,False,direct
V0626,2,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0626,3,10-Jul-2019,19,08-Jul-2019 12:00,False,direct
V0638,6,10-Jul-2019,19,04-Jul-2019 17:00,False,direct
V0678,2,10-Jul-2019,19,01-Jul-2019 21:00,False,direct
V0678,6,10-Jul-2019,19,08-Jul-2019 17:00,False,direct
V0704,3,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0704,3,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0711,2,10-Jul-2019,19,03-Jul-2019 16:00,True,direct
V0712,3,10-Jul-2019,19,05-Jul-2019 20:00,False,direct
V0712,3,10-Jul-2019,19,26-Jun-2019 21:00,False,direct
V0717,3,10-Jul-2019,19,30-Jun-2019 12:00,False,direct
V0717,2,10-Jul-2019,19,10-Jul-2019 19:00,False,direct
V0718,4,10-Jul-2019,19,04-Jul-2019 19:00,False,direct
V0718,2,10-Jul-2019,19,10-Jul-2019 00:00,False,direct
V0718,2,10-Jul-2019,19,08-Jul-2019 22:00,False,direct
V0718,2,10-Jul-2019,19,06-Jul-2019 21:00,False,direct
V0718,2,10-Jul-2019,19,03-Jul-2019 23:00,False,direct
V0731,6,10-Jul-2019,19,10-Jul-2019 15:00,False,direct
V0755,2,10-Jul-2019,19,10-Jul-2019 17:00,False,direct
V0773,4,10-Jul-2019,19,06-Jul-2019 19:00,True,direct
V0788,9,10-Jul-2019,19,10-Jul-2019 11:00,False,direct
V0823,2,10-Jul-2019,19,28-Jun-2019 08:00,False,direct
V0008,2,10-Jul-2019,20,05-Jul-2019 22:00,False,direct
V0008,4,10-Jul-2019,20,08-Jul-2019 21:00,False,direct
V0008,12,10-Jul-2019,20,08-Jul-2019 20:00,False,direct
V0008,4,10-Jul-2019,20,06-Jul-2019 17:00,False,direct
V0036,3,10-Jul-2019,20,10-Jul-2019 18:00,False,direct
V0036,2,10-Jul-2019,20,05-Jul-2019 14:00,False,direct
V0036,2,10-Jul-2019,20,04-Jul-2019 13:00,False,direct
V0065,4,10-Jul-2019,20,10-Jul-2019 18:00,False,direct
V0077,4,10-Jul-2019,20,10-Jul-2019 19:00,False,direct
V0081,3,10-Jul-2019,20,08-Jul-2019 22:00,False,direct
V0081,4,10-Jul-2019,20,08-Jul-2019 22:00,False,direct
V0114,11,10-Jul-2019,20,04-Jul-2019 11:00,False,direct
V0118,3,10-Jul-2019,20,10-Jul-2019 17:00,False,direct
V0135,14,10-Jul-2019,20,10-Jul-2019 19:00,False,direct
V0171,14,10-Jul-2019,20,06-Jul-2019 23:00,True,direct
V0180,19,10-Jul-2019,20,26-Jun-2019 19:00,False,direct
V0180,3,10-Jul-2019,20,09-Jul-2019 22:00,False,direct
V0182,6,10-Jul-2019,20,07-Jul-2019 19:00,False,direct
V0184,5,10-Jul-2019,20,04-Jun-2019 21:00,False,direct
V0184,2,10-Jul-2019,20,24-Jun-2019 10:00,False,direct
V0188,2,10-Jul-2019,20,08-Jul-2019 23:00,False,direct
V0199,3,10-Jul-2019,20,10-Jul-2019 20:00,True,direct
V0208,2,10-Jul-2019,20,10-Jul-2019 18:00,False,direct
V0259,3,10-Jul-2019,20,06-Jul-2019 16:00,False,direct
V0259,8,10-Jul-2019,20,08-Jul-2019 23:00,False,direct
V0302,2,10-Jul-2019,20,05-Jul-2019 17:00,True,direct
V0311,8,10-Jul-2019,20,04-Jul-2019 22:00,False,direct
V0318,2,10-Jul-2019,20,10-Jul-2019 19:00,False,direct
V0318,3,10-Jul-2019,20,10-Jul-2019 19:00,False,direct
V0318,6,10-Jul-2019,20,06-Jul-2019 18:00,True,direct
V0337,2,10-Jul-2019,20,04-Jul-2019 11:00,False,direct
V0342,2,10-Jul-2019,20,05-Jul-2019 21:00,False,direct
